Sentence,Fear,Split
I feel helpless to help my mom.Thanks for your reply.,1,0
"I know I am rambling,<PERSON> sorry, I m scared of losing my mom.",1,0
sometimes they take over and you have a bad day.,1,0
It will show if she has any active cancer .,1,0
What are some items that any of you found useful post surgery to help yourself?,1,0
The biopsy has left my breast sore especially the nipple area.,1,0
"While there, the urologist called and I have yet another infection!!",1,0
"BUT my bone density scan showed -2.7T, true, raging osteoporosis.",1,0
I had an upper right lobectomey at age 67.,1,0
I have a very positive attitude-however now that the month has passed I am really realizing how major the surgery is and I want lots of feedback on the lumpectomy/radiation route vs DIEP and removal or reduction of right breast as well.,1,0
"sometimes my leg esp the left one gives out,or the knee does.",1,0
"I know that I beat it the first time, I just don't want to have to go through all of it again :(  I will write down all the pointers you suggested and take them with me to the oncologist next thursday.",1,0
Nothing was found in the abdomen except that it showed i had several cysts inside my left kidney.,1,0
"Omg, this is awful and so very sad.",1,0
I had left masectomy in 94 at age 38.,1,0
I am worried that there is pressure somewhere on his brain.,1,0
"left knee, hips and mid and lower back.",1,0
I have the purple power port was scared to get it but so so glad I did.,1,0
"He can be 24 and have cancer, any age can get this horrible disease.",1,0
"Hey, woman - I'm totally WITH you on the tanning thing!",1,0
I am a 2-time breast cancer survivor and have been on Tamoxifen 5 yrs.,1,0
There is still activity at the original site and there is something new IN the right lung ... we go back the 30th to see what they want to do next.,1,0
My dr. thought mine was under control and took me off carbo after 6 treatments.,1,0
Lung cancer treatment is indeed very necessary for your mother-in-law.,1,0
Last shot has been delayed 30 days due to other complications.,1,0
The doctors never told her or spoke with her about life expectancy or that Her life wll probably end because of this disease.,1,0
My understanding is that they will try new treatments until it becomes a question of quality of life vs. treatment.,1,0
She has been receiving radiation for about a month now.,1,0
My eyebrows and eyelashes are still dropping off.,1,0
My sister was diagnosed w/ stage 4 nsclc w/ 2 small lesions in brain.,1,0
Heaven help us if and when I go on chemo!,1,0
Im scared but trying to stay strong and positive.,1,0
Thoughts and prayers are with you for finding the best resources for your situation.,1,0
"I had chemotherapy, a mastectomy (left side) and radiation.",1,0
I'm trying very hard to convince myself that this is just another scare and I will be fine.,1,0
"My Sister was diagnosed at age 40, died age 46 in 2003.",1,0
I am the kind of <PERSON> who wants to know what might lay ahead of me!,1,0
Two weeks ago my blood counts dropped and we have to stop treatment.,1,0
It should be noted the nurse was a female... (insert rolling eyes here)I just don't know how he can continue without a catheter.,1,0
I am so scared that maybe my onc is wrong.,1,0
I know it is a follow up but I get so nervous and sick to my stomach.,1,0
"Although, in the back of my mind I worry about my daugther.",1,0
"3 months out of my reconstructive surgery and one of mine ""settled"" while the other didn't.",1,0
Part of my lung was removed along with several suspicious lymph nodes.,1,0
It attacked every area where my arthritis hurt really bad.,1,0
My situation is frustrating since I was initially diagnosed as weakly ER positive with 15-20%.,1,0
"Sunday got worse, her fingers were starting to become a light blue and her ability to reconginze people was gone.",1,0
The side effects with Halaven have been difficult too.,1,0
"hi
 my father is 69 now.he has no medical problem but hypertention wich is controlled.but at time of diagnosis, cancer was already spread to bone.so the only treatment that we could choose was anti androgen therapy.We had an apointment with urologist yesterday.He said sometime flairng phenomena happen during hormontherapy.so he discontinued lupron for 3 mounth.I prefer to consult with an other urologist.really thank you for the informations.I do not live in USA so any information you give me is really valuable.and will you please tell me about the price of casodex 150mg in USA?",1,0
For right now keep taking the meds for the brain and try not to worry about anything else until they know for sure.,1,0
"After treatment (any form), the continuous evaluation of your husbands’ case will always use the PSA as a marker of success, even with G-grades of 4 and 5, because the cancer found is <PERSON>.",1,0
I remember thinking when I started chemo that I would lose weight.,1,0
She never complained even through some terrible side effects.. She always looked ahead.,1,0
"she is taking 8 hour dose of Cisplatin 1/week every 4 weeks, and <PERSON> weekly (1/2 hour) for 3.5 months.",1,0
I have 24 hours before my VATS surgery to remove lower right lobe along with tumor (malignant) 2.2 cm and lymph nodes even though they were clean.,1,0
He did tell us that the test costs about $800 and that most insurance companies won't pay for it.,1,0
"bpearson, I read your comments and it gave me hope to avoid a terrible operation.",1,0
I am almost 32 years old and was diagnosed in October 2009.,1,0
Are there any other chemo drugs we should try?,1,0
I am glad I did it and know I have done what i could.,1,0
The mass fills most of his left lung with *clusters* of spots below it.,1,0
"Cheryl
How was sleeping after surgery for u?",1,0
I am just trying to gather as much info as possible so that in this whirlwind I have the right questions ready to ask.,1,0
I was put on Gabapentin and have taken it over a month and still have the sensation of walking on rocks and it seems to be getting worse.,1,0
i lost my hair from cisplaten and spent 4 mo at mda in houston.,1,0
"Have my oncology appt the 15th, wish it were sooner.",1,0
3 Years ago my husband had a tumor in the nasal /sinus cavity that was pressing against his optic nerve.,1,0
I'm sitting next to <PERSON> with a straw in her pitcher of margaritas!!!!,1,0
I've been living and thriving with stage 4 lung cancer for 4.5+ years.,1,0
I would always be taking medication to try and calm the storms raging inside of me.,1,0
"While I'm not normallyhypocondriac, I can't help but obsess about every little ache and pain.",1,0
I had a tumor in my left breast and discomfort and pain in my left under arm area.,1,0
I had my CT this morning and suspect that it will be several days before I hear anything.,1,0
"I went through surgery, chemo, and reconstruction....then I find it accidentally!",1,0
I'd call every hour on the hour when I get scans done my onc reports it to me usually in 2 days!!!,1,0
The doctor recommended radiotherapy but my bro is a bit concerned since he saw some unpleasant result on others.,1,0
and i have asked him i need to know the lab test results.,1,0
"Well, <PERSON> only has two more chemotherapy treatments with the carboplatin and taxol.",1,0
I have had 2 friend die from this and one in a nursing home.,1,0
He does continue to walk around his neighborhood.,1,0
This does not instill a lot of hope.,1,0
Also please know that 90-95% of lung nodules resolve themselves.,1,0
The surgeon can remove 1 lobe and leave the rest of the lung functioning just fine.,1,0
I had another recurrence on both lungs diagnosed in Jan. 2003.,1,0
Is it bad for you?,1,0
"We are both very scared, and are anxious to hear the MRI report.",1,0
"Ultimately, we are adults and the choice is ours, but I encourage others to be as adherent as humanly possible.",1,0
WITH HER ONCOLOGIST AND HE GAVE HER THE FIVE YEAR PILL CALL TAMOXIFEN.... HAS ANYONE HAD ANY EXPIRIENCE WITH THE FIVE YEAR PILL???,1,0
I was left very stiff and very fat.,1,0
GLMThe email is through this site...the American Cancer Site.,1,0
"53, not completely through menopause, last period was in August but with my past record the past few years ...... not holding my breath.",1,0
"Meanwhile, my b.f. and I were having some serious issues.",1,0
So sorry about your Father and your aunt.,1,0
"But now the only thing I can do is pray, believe in the doctors, have faith, and thank god for everyday we spend together.",1,0
i'm scared for my kids.as well as for me.,1,0
It is a hurting numbing pain that does not go away!,1,0
Many doctors were willing to dismiss it as a side effect of cancer.,1,0
"When lung cancer is caught early, removing the entire lobe has a good chance of being curative.",1,0
Starting 5 straight days of radiation next week.,1,0
Does it go back down in between chemo cycles?,1,0
I was diagnosed with Stage III non-small cell carcinoma in the left lung in March 2008.,1,0
2.5 months ago for a cancer called bronchoalveolar carcinoma (a type of adenocarcinoma or NSCLC).,1,0
My wife is having a needle biopsy of a 1.6 cm ggo in a week and is totally scared she has lung cancer.,1,0
"It was a rocky ride for my husband, too, and he made it through, too.",1,0
"It sounds to me like your doc has simply somewhat paniced himself, and wants to start throwing treatments at you.",1,0
"I felt foolish, because I was ""only"" having a relatively minor procedure, but my fears and yours are very real.",1,0
I JUST TURNED 50 PSA LEVEL ONLY 2.8 DOCS NOT CONCERNED I DIDNT FEEL HAPPY WITH IN MY MIND WENT TO A UROLOGIST ENDED UP GETTING BIOPSY .,1,0
She had 4 treatments of carboplatin and alimta.,1,0
His father died of the exact same type of cancer at the age of 31.,1,0
This whole cancer thing is so frightening and I so appreciate your kind words.,1,0
"His immune system could not handle it, since he also has lung disease.",1,0
I will definitely be following all symptons up as you cant be too careful.,1,0
"He knows about the cancer and chemo, however he has not asked the doctors what the prognosis is yet.",1,0
hi   my  mom  just  got  diagnosed  with lung  and  she  has   3  spots  on  ehr  spine  and  they  say  they  cant remove  it bc  its  in  her  bone so  they  are  going  to  give  her  chemo  and  radiation i  just  went  to  the  kidney  doc  with  her  today and  he  said  that the  main  thing  is that for  her  to  stay strong and  they want  to keep  her  kidney  transplant  going which  he  is hopeful of.so   i  kinda know  what u r  going through  although  im at  the  beginning I am  very  sorry  to  here  about  your  mom  just  dont give up!!,1,0
We tired everything and we were going to start clinical trails when he gave up.,1,0
(we're both in our mid 60's)I go in for my 18 month PSA in another week.,1,0
"I've had cancer for 11 years although we didn't find out about it till 2004.First with renal cell cancer of the kidney.HAD IT REMOVED AND ALL LOOKED GREAT TILL 2004 WHEN A CT-SCAN SHOWED SPOTS ON MY LUNGS.SPENT ALL SUMMER GETTING INTERLEUKEN TREATMENTS.ON GOOD FRIDAY OF 2005 THEY TOOK ME TO THE HOSPITAL BECAUSE OF BEING DIZZY AND A CT-SCAN SHOWED A BRAIN TUMOR.HAD IT REMOVED TWO DAYS LATER.THEN I WENT THRU 25 RADIATION TREATMENTS.MAY OF THIS YEAR ONE OF MY LUNG TUMORS SHOWED SOME <PERSON> TAKING SUTENT TO TRY TO SHRINK IT.I FEEL TERRIFIC.I HAVE BAD DAYS OCCASIONALLY BUT I STILL CONTINUE TO DO THE THINGS I LOVE.I STILL VISIT MY NURSE'S AND DOCTOR'S.THEY ARE ALL AMAZED AT HOW WELL I AM DOING.I LOVE LIFE AND WILL KEEP ON GOING.I LOVE TO MAKE PEOPLE LAUGH AND WILL SHARE MY LIFE STORY WITH ANYONE WHO WILL LISTEN.BUT I DON'T TAKE ABOUT MY LIFE ENDING,I TELL OF HOW GREAT IT IS NOW.BUT MOST OF ALL I SHARE MY FAITH AND TRUST IN JESUS CHRIST.I WILL USE MY CANCER TO HELP INFORM OTHERS THAT WE CAN SURVIVE AND GO ON ENJOYING LIFE.GO OUY THERE AND LIVE.MOW THE LAWN,PLAY WITH THE DOGS,PLAY WITH YOUR KIDS(YOUNG OR OLD)GO AWAY FOR A WILD WEEKEND WITH YOUR SPOUSE,GO TO A BALL GAME,GO FISHING,JUST GO AND DON'T FEEL BAD ABOUT IT.ENJOY THE TIME GOD HAS GIVEN YOU.",1,0
"Once they tell me what I have to do, I am much better at dealing with it, but the wait and see is horrid.",1,0
I had the left lung removed in February 2000.,1,0
"I am still tender, sore and getting redder or dark pinker or just not good :(Hope someone can help you more.",1,0
"<PERSON>, I watched the program, but it was a bit uncomfortable.",1,0
"If a group of doctor's at MD Anderson cancer center thinks it's good, i would think I it's good.I think you should look to Zytiga + predisone and <PERSON> as your answer.",1,0
My mom (age 67) has just been diagnosed with Stage IV small cell lung cancer,1,0
"Yes, be worried about them.",1,0
I fund a lump in my left breast.,1,0
"I am in central California, an hour from the ocean, and an hour from the mountains lovin it.",1,0
I'm finished with my radiation......so this doesn't really apply to me but I was told by my medical oncologist and my radiation oncologist that alcohol was a no no during both treatments.....I would check with my  rads oncologist before doing this.........,1,0
heard the call on pa for fast response team.,1,0
She will be having surgery on the bone tumor in her shoulder next Monday.,1,0
I wish I wasn't so overcome by fear but the support and stories on this site is unbelievable.,1,0
I don't know how much more of this I can take.,1,0
I presume that means he got something other than mucus.I am trying not to read too much into this and it will be 5-7 business days before test results come back.,1,0
I had 3 second opinions - one doctor felt I should do radiation but I chose not to.,1,0
She has a spot on her liver in addition to her lung that they think is cancer as well.,1,0
I am hopeful about my prognosis and I truly do feel blessed.,1,0
"I was frightened when this chemo brain first started to happen because not one doctor ever told me
about it.It was a chemo nurse who heard my concerns one day and explained it to me and quite frankly validated my feelings when I found out that it actually had a name.October will be 2 years out of chemo and not to worry you because we are all different, but I still have symptoms.",1,0
If this was my mom I would call the doc and ask her/him if they think they can wait for another day.,1,0
"Can you give me any advice on what to expect, & how to help him through the treatments?",1,0
The truth is no doctor knows for certain.,1,0
Had the surgery and now dealing with incontinence and haven't even begun to think about ED yet.Pathology came back today and here are the results:3 month PSA will be my next hurdle.,1,0
My ultrasound of my breasts showed a lymph node in the right breast at about position 8 o'clock.,1,0
He will be given a spirometer to use for breathing excercises.,1,0
The expectations and anxieties are worse than the actual surgery.I left the hospital the next day.,1,0
I am being treated for nsclc stage lV.,1,0
I had large cell in my right lung and adenocarcarsonoma in my left lung 3 1/2 yrars apart.,1,0
After the treatments are over you may get side-effects but usually your doc can help you with those.,1,0
"Biopsy showed one lymph node with 20% involvement, but negative margins.",1,0
Just diagnoses with large mass in left upper lobe via CT scan.,1,0
She asked how long she had and they told her 10-12 months.,1,0
I have heard many horror stories about it.,1,0
He referred me for a bronchoscopy where they will biopsy the mass in my right lung and also my mediastinal lymph nodes.,1,0
I am a cancer survivor of three years and a former hospice worker.,1,0
"My husband was also diagnosed with Stage 4 lung cancer, malignant pleura effusion, with mets to lymph nodes and liver.",1,0
We need all the prayers that we can get!,1,0
I decided to come here so you would all know I did not disapear!,1,0
"The good part of my surgical pathology was clean margins, but 12 of 14 lymph nodes were positive, and ""spots"" of cancer were found throughout the breast tissue.",1,0
But couldnt survive without her.,1,0
This started about the middle of the <PERSON> sessions ( I have one <PERSON> left to go).,1,0
Falling or having a knee give out can be very unnerving.,1,0
I'm pretty sure the only lab in the US that does the test is Myriad.,1,0
The surgeon wants me to have 2 pints of my own blood incase I need a transfusion during surgery.,1,0
"I know I could do with a chat after reading about <PERSON>....hope to see you there, Love <PERSON>",1,0
At the time I wasn't sure if I had a month or a year to live!,1,0
I have had a lumpectomy and 29 of 33 radiation treatments.,1,0
"It is my understanding that when we are estrogen positive, some additional drugs are needed to counter the estrogen we produce.",1,0
12 out of 12 cores were positive.We went in for robotoc surgery and the final biopsy report post surgery reads:<PERSON> score : 4+4 = 8 for both lobesPerinueral invasion is seen.,1,0
"My hubby has an appt Tuesday for a brain scan, which the Dr. said is routine....(??)",1,0
My dad seems to have no energy lately.,1,0
"They got the whole tumor, however 5 if 5 lymph node were involved with free floating cells within the lobe.",1,0
I've had carboplatin and taxol twice then I received 36 radiation treatments.,1,0
"August 2003 age 43, i felt a lump in my left breast the size of a golf ball.",1,0
I would wake up in the middle of the night when my tshirt rubbed against me in pain.,1,0
Only been on tamoxifin for 15 months.I am a bit worried about that.,1,0
I am just worried that the chemo may have done stomach damage.,1,0
I'm a first time caregiver and have no clue what I am doing.,1,0
"Further genetic testing indicated that it was LC not BC, so I was in for more surgery to remove the right middle lobe.",1,0
In the mean time I feel like I am losing time.,1,0
I'm so scared and nervous for my son.,1,0
My mom also had breast cancer last year & her mom died at age 52 from ovarian cancer.,1,0
Several weeks later I am still unable to work.,1,0
"I was under general anesthesia.I don't have the results yet, still waiting.Your experience will depend on whether you are under general anesthesia or a ""twilight"" sleep as my Mom refers to it.Good luck.",1,0
I'm really scared that it didn't shrink at all this time and even more scared that it spread more.,1,0
The medication I took for acid reflux caused diarrhrea so I stopped taking it.,1,0
I have had a gall bladder scan due to nauseau was still present.,1,0
No eyelashes or eyebrow hair has fallen out yet.,1,0
I was diagnosed with IIIB lung cancer after being hospitalized for a complete white out of the left lung.,1,0
The doctors will not perform surgery on her cancer nor her aneurysm saying chances are that she will die on the table.,1,0
This will not destroy me I WILL BEAT THIS!,1,0
"Yes, you are right about the stress caused by all the waiting, I sometimes wonder if some of these doctors realize how hard it is to wait when you have all the worst case scenarios running through your head.",1,0
delayed my diagnosis and the cancer had time to spread to the chest wall.,1,0
"Also, check with the oncologists who monitor the cancergrace.org site.",1,0
"I am sure if i asked them at the center they would allow for a comumication to take place but I am also afraid it might be a ""friend of the firm"".",1,0
"I'm listening to the doctors too, but sometimes it's hard to make any sense of it all.",1,0
"Also, be careful of pain in the leg that won't go away.",1,0
He found that my protein levels were very low.,1,0
"If not, her doctor stated that he will plead her case to Pfizer to be allow for compassionate use of <PERSON>.",1,0
"In the meantime, she has developed serious pain in her hip.",1,0
I'm anxious to get started with rads so I can finish in time for an end of November cruise to Jamaica.,1,0
I think we do all understand the terror that can hit at different times.,1,0
"I cant even begin to know what the radiation effects are , couldnt have, but I understand they are no peice of cake.",1,0
I talked to her last night and she sounds awful.,1,0
"I had my chemotherapy interrupted three times, twice for low WBC and once for platelets.",1,0
How did you know I feel alone?,1,0
My bangs were melted and standing straight up.,1,0
My sister just left the hospital today after masectomy & lymph node removal.,1,0
My late wife was advised by her local doctor about becoming chemobrained during her non smokers lung cancer which metatisized to her brain.,1,0
Just had an upper left lobe lobectomy on January 3.,1,0
They saw my mom die this summer of metastic breast cancer.,1,0
"I've heard it's somewhat common to have the ""phantom"" phenomenon with breasts as well as other limbs!",1,0
"Her hair was reddish-gray, wavy, and past her shoulders!",1,0
"I cut a 100mg viagra into 1/3 and take on m w f
I also had my family dr give me 2mg <PERSON> and i take them at bed time.",1,0
My wife lost her battle this week so I understand your loss.,1,0
My mouth is dry and I am very emotional.,1,0
My left hand started swelling at the last week of radiation.,1,0
You said your husband had an upper left lobe removed?,1,0
I am sorry that you are having problems now emotionallly.,1,0
Patients presenting with or subsequently developing regional lymph node metastases are at high risk for distant metastases and should therefore undergo advanced imaging .,1,0
nobody gives you the guidebook on how to do this.,1,0
Dr. <PERSON> is my hero in matter related to prostate cancer.,1,0
I was so sorry to read that the cancer has returned.,1,0
"But recently, the cancer cell spread to my left leg.",1,0
"I have it in my left arm after having chemo, rads, and lymph nodes removed.",1,0
No mets to brain or bones only 4cm mass found on right ovary.,1,0
My point is that the doctor's statement is very vague.,1,0
Sometimes they zap the tumor to try to destroy it and get rid of cancer.,1,0
"if that means enduring pain, nerve damage, baldness or anything else - do so.",1,0
Docs can biopsy lymph nodes but have no way of knowing if a cell has entered one's blood stream.,1,0
"I can handle everything, except for the pain.",1,0
He quit breathing that night and was put on a respirator and died 10 hrs later because his body completely shutdown.,1,0
I think we worry about every little thing after what some have gone through.,1,0
Now of course they say that it is incurable.,1,0
My question is about the metastatic path lung cancer usually takes.,1,0
"Her estrogen receptors were positive, but her progesterone receptors were negative.",1,0
I had a few aches/pains but Advil took care of it.,1,0
Need support as family is 1300 miles away.,1,0
Prayers are going out now for both of you.,1,0
It appears that fluid had built up in her lungs.,1,0
Sometimes i just get impatient as my husband is the same and my style is to get it done!!,1,0
Diuretic increased and swelling in feet is about gone.,1,0
Somehow it helps me to think that when times are tough God doesn't want to have to cry alone.,1,0
I checked into CK but was told by the Doc that it wasn't good for me either due to the size of my prostate (42mL) or size and locations of lesions.,1,0
"The doctor said that this treatment is effective for small cell and they too, indicated that the might do some radiation.",1,0
Discovered cancer in left lung in July 2004.,1,0
Her left lung was nearly collapsed with the effusion around it.,1,0
"My sons are grown, so I only had to worry about myself.",1,0
"It is scary to get a diagnosis of cancer, but it is much worse to miss it.",1,0
"He is also a well regarded surgeon (however, he sent me to Northwestern to have my surgery)...Do what makes you feel comfortable...these are extremely important next steps for you-Whatever you decide-God bless you in your journey",1,0
"<PERSON>, my dad was diagnosed March 22, 2009 with stage 4 lung cancer, that has spread to brain, liver, adrenal glands, and a couple other places that I don't remember right now.",1,0
When she told me this I fell to the floor screaming and crying.,1,0
I wish you and your family lots of love and I'll pray for you.,1,0
I cant eat because i get sick and dont sleep well.,1,0
"As others have stated, a PIRADS 5 lesion is serious.",1,0
They say this could also cause this chronic cough.,1,0
I have been vy concerned about the cosmetics and found her options even worse.,1,0
"This has been a problem my whole life, low blood pressure and thin veins that collaspe easily.",1,0
It is to see if my cancer left the prostate and if not I am going to go for the Davinci so my fingers and toes (yes both) will be crossed until then.,1,0
"I had a lower left lobectomy a year ago and had no further treatment, since the lymph nodes were not involved.",1,0
"I February, my husband was diagnosed with non-small cell squamous carcinoma in the upper lobe of the left lung and the bronchial tube.",1,0
"My Prayers, tears, and condolences go out to MissRenee's family and friends.",1,0
i am so sick of being sick and tired.,1,0
"Scared and anxious, this site is not monitored by anyone at any particular time.",1,0
When you get the news someone you love is diagnosed with cancer it seems all good sense goes out the window and I just couldn't put two brain cells together to be able to find the help my sister needs.,1,0
"adult coloring book and gel pens, small blanket, book/ipad--those are my standards",1,0
My question for you all is... Is this sometimes how lung cancer presents?,1,0
I'm just getting extremely worried that we are getting to the end of the road and there's really not much options for us out there.,1,0
I also have a family history of breast cancer.4 of us.My mom.,1,0
"Having pain in chest, high blood pressure, and terrible cough.",1,0
"My sister has been newly diagnosed with small cell lung cancer, extensive stage.",1,0
"Hi, Looking for anyone who has been treated with",1,0
"Hi JoAnne,
I finished my treatments 2 weeks ago and my doctors do not run any blood or any scans..so I wonder how they can tell that it has not already spread...I do not dwell on it, but I do wonder!!",1,0
"I've had the normal problems with low white cell count, low platelets and low blood pressure.",1,0
I am 53 and was diagnosed with Stage 3B lung cx in May of this year.,1,0
"Since eating causes pain, I would try small servings of nutrious, calorie dense stuff that he likes.",1,0
"Given what's at stake, I'll have no problem choosing an ""out of coverage"" surgeon if need be BUT, since I currently have a very early stage PCa, I view surgery only as a treatment of last resort and will NOT go that route unless ABSOLUTELY necessary.",1,0
I have inoperable NSCLC in my left lung and SCC laryngeal cancer.,1,0
hi they want me to start amiridex in 2 weeks.,1,0
I  only have tumors in all lobes of my right lung.,1,0
"<PERSON>, please take this advise in the loving spirit is was given.",1,0
I wish someone would give me straight answers.,1,0
"I have screamed so many times, I have screamed myself voiceless.",1,0
Right now I'm having mammograms on the breast that's left every six months.,1,0
Doing great but I am always in pain.,1,0
What I was told was that they do not want to subject you to the chemo or radiation because there is no statistical proof that it will help.,1,0
The fear of reoccurence is always in the back of your mind but it doesn't have to be the main focus of your everyday life.,1,0
"I was diagnosed in June of 2008 with Stage IIIC estrogen positive, her2 negative at the age of 46.",1,0
We were given the choice of hospice or treatment.,1,0
"My appointment for tmorrow has been cancelled, and a new biopsy will need to be tested to determine the exact type of cancer.",1,0
I know this has to be a very scary experience for you and your child.,1,0
Some doctors have relied more on sedating rather than curing.,1,0
"The one in her pelvis is baseball size,liver spots are all around 1 inch and the one in the back of her neck is still small...she had tried 2 times to do radiation now but they can't do it because she can not may flat and stay still because of the pain.",1,0
I am afraid my quality of life will diminish as I will be left with only one lung.,1,0
"Then, the tech inserted the wire at the tumor site.",1,0
hi annie..myhubby was recently diagnosed with the same thing.. we are waiting for results from pet scan and will see doc on tues. june 8 for results.. his is inoperable.. its all so overwhelming cuz u dont know what to expect..  i would love to hear from you.. if you care to e mail me  stelor4@aol.com ..maybe we can give each other support,1,0
I understand how scared and worried you are.,1,0
"I could see the tumor, which he described as fluffy.",1,0
I went to the Doctor on March 26 with back pain and some shortness of breath.,1,0
"His cancer has is in the right lobe, left lobe lymph nodes, liver and bones of the lower back and hip.",1,0
Ask more questions - do all you can do to increase your odds of survival.,1,0
But I think the Chemo is your sisters enemey now .I hope she finishes soon I guess the best is pain pills an stay in bed for a week.,1,0
"My wife has NSCLC 3b (in remission) and Chronic <PERSON>, stage 3, (CLL) also in remission and has been in a major depression since Feb 06.",1,0
"My onc has me come every 4 weeks, does not want me to go longer.",1,0
You probably should talk to your doctor about a nerve pill or an antidepressant or something.,1,0
Is this tumor suppose to be this large?,1,0
"He has many tumors, one bigger then a softball.",1,0
Well we were scared out of our wits.,1,0
"No swelling to speak of, but definitely trigger finger in left fingers and thumb.",1,0
His legs are extremely swollen and his knees are so painful its hard for him to walk.,1,0
"Until two weeks ago, there had been no progression of her disease.",1,0
"Using the Sloane nonogram at http://nomograms.mskcc.org/Prostate/PsaDoublingTime.aspx, assuming that all PSA tests were performed on the 15th of the month as the specific dates were not supplied the nonogram calculated a doubling time of 8.34 months.",1,0
"Curious, my sister was left handed and had CA on the left side......",1,0
The cancer has spread to her left lung now.,1,0
is it the chemo spreading the cancer and killing my mother ?,1,0
I hope that <PERSON>'s vertebrae fracture resolves the soonest for him to continue with <PERSON> treatment.LU 177 commented in my above post is a therapy similar to <PERSON> but it covers soft tissues which may turn superior to <PERSON> in the treatment of certain PCa cases.,1,0
"Dear RE,  I am so sorry for your sadness.",1,0
"A few weeks ago I got ill, very ill.",1,0
"And, that only lasted for a short period of time.",1,0
Wanted to find others taking this drug.Also called durvalumab.,1,0
It is always disheartening to read of someone getting cancer again.,1,0
I am now receiving only the <PERSON> and I'm going for my 2nd treatment this Friday.,1,0
Exray showed a fist sized mass in left lung.,1,0
I am so sorry you have to so though all this.,1,0
I was diagnosed with Stage 3A breast cancer at age 35.,1,0
I had trouble with hip pain after being on Aromasin about 8 months.,1,0
"It was located in my left lung , thru my lymph nodes of the lung and pushing against my esophogus.",1,0
"Two strong antibiotics, pathetic doctors and still coughing.",1,0
The nodules are only 2mm to 7 mm in size.,1,0
I had been going bald or with my stubbles since day one when I was at home.,1,0
"I bought the ""mini net sponge"" at Walmart for 78 cents a piece.",1,0
"My, I do hate those shots.",1,0
"Yesterday they told me they didnt see anything which brought tears of joy, but also a wave of fear.",1,0
"I, too, was diagnosed before stage 1 and left lower lobe was removed via VATS.",1,0
There's lots of studies and trials for this.,1,0
"At first you hear CANCER and think death sentence, but you survive.",1,0
Reading helped me by letting me know that many folks learn to live with cancer.,1,0
The way the doctor is talking now would worry me somewhat too.,1,0
It is hard to fight both cancer and depression.,1,0
My Oncology surgeon wanted the left tumors biopsied.,1,0
"It wasn't elegant, but it was comfortable enough and made my clothes look ""balanced"".",1,0
Keep me in your thoughts Monday as I go for my exchange surgery at 1:00.,1,0
My sister-in-law has recently started treatment for a stage IIIA large cell neuroendocrine carcinoma of the lung with a tumor in the mediastinum.,1,0
<PERSON> I am just tickled pink for you.,1,0
Some times with biospy they can't get enough cells to tell if it is cancer or not.,1,0
"The first cycle of Taxol, <PERSON> and <PERSON> worked briefly.",1,0
"My dad was recently diagnosed with small cell lung cancer, he is only 53.",1,0
"The second surgery for the lower left lobe is 2/18, but may push back a little depending on the follow-up.",1,0
"so we do not even know if there is a history of this in our family, which is probably stressing out the girls.",1,0
And she just producerd 120cc's of urine- nothing to drink in 5 days..  what is going on??,1,0
I have had ct scans - pet scans are x-ray evey 3 months since and scared luck is going to run out.,1,0
As I write this subject I feel sick.,1,0
This is really painful but i know that God has a reason and yes we're asking for miracles.,1,0
"I had a left upper lobectomy, stage 1A KRAS (not good).",1,0
I also had blood from my nose for about a week which she also said was from the Avastin.,1,0
"And if that doesn't help, close your eyes and think about sitting on the beach...drinking a margarita!",1,0
"I managed to work the whole time I had chemo, except for 2 days, one day each after the transfusions.",1,0
Final pathology reveled that three of the hilar lymph nodes that were removed during the surgery were malignant.,1,0
"I'm not running behind, trying to catch up!",1,0
I'm terrified of needles as long as they are not for me.,1,0
"Then tried a needle biopsy,  ouldntnget anything out, did a surgical biopsy, couldn't get",1,0
The cancer was diagnosed almost a year ago to the day.,1,0
"Dear Towanda:
hilar adenopothy, I am not sure what that means, other than maybe, location, and it looks like cancer.",1,0
CAN SOMEONE HELP LAST FEB 07 AFTER 39 RADIATTON AQND RADICAL IN 05 PAS WAS 0.07 WENT BACK 3 MONTHS LATER WENT .7 WE WAITED 3 VWEEKS PSA WENT TO 3.5 WAS PUT ON LUPRON PSA WENT TO 1.18 3 WEKS LATER WENT TO 1.46 SO CASODEX WAS ADDED WENT VTO 1.01 WENT TODAY 2MONTHS LATER WITH BOTH DRUGS WENT TO 1.9 CAN ANYONE ANSWER WHY WSUCH JUMPS PLEASE HELP,1,0
"Several of my sisters, have had cysts, some have gone for repeat mammo's.",1,0
You don't know what the future may bring.,1,0
Mom died of Breast cancer when I was 16.,1,0
His incession is 4 inches wide and it goes from his rectum all the way up to his stomach.,1,0
"Many tests have also shown that men should be taking 1,000 units a day to ward off prostrate cancer,heart disease and depression..so maybe the larger amounts of vitamin D will help your feelings.I am thinking of you.",1,0
I hope your friend doesn't have prostrate cancer.,1,0
"Unfortunately, if I dig deep enough, I can find about a dozen other risk factors, all of which I have.",1,0
I have thought about killing myself but I have children.,1,0
just today my left arm started swelling up.,1,0
"When it was discovered that my cancer has mets to bone in 3 areas, the dr started me on <PERSON>.",0,1
I am also not liking the dizziness it creates.,0,1
"What did you do to celebrate Deb?Hugs, Jan",0,1
