Sentence,Trust,Split
If your Dr's say you are a survivor believe them as they wouldn't lie to you they like survivors.,1,0
I am glad that you are doing well.,1,0
Take an hour and read all this post people write about different subjects.,1,0
dad was just dx through CAT scan with probable adenocarcinoma.,1,0
He continued radiation and it lessened his pain considerably.,1,0
"BUT, I worry that this expander might get in the way of the radiation.",1,0
We have very strong faith in the Lord.,1,0
We will be celebrating together because we will be NED.,1,0
My lung filled up with fluid and they found malignant cells in the fluid.,1,0
I get shotgun and I'm bringing my cafe au lait and beignets!,1,0
"Sorry  , I can't make you or him feel better , but I am with you and him, blesss and hugsss.",1,0
"Might take me a few months, but I will be fine!",1,0
I've gotten great suggestions from this group and am hoping for more.,1,0
"Good to hear you're doing well, excellent news on clean lymph nodes!",1,0
I am glad you got to go to the support meeting <PERSON>.,1,0
I have to have a sonogram done on it next week.,1,0
I hope you'll be feeling better very soon.,1,0
Many small meals or snacks might be easier than the standard 3 a day.,1,0
Just get really sick and tired of being sick and tired.,1,0
So many of us are praying for you and your family.,1,0
"I do have claudication in my legs, but it  has not been a problem.",1,0
I'll be there for sure and bringing Coca Cola chocolate cake.,1,0
Stay well and welcome to this wonderful site........ <PERSON>,1,0
"Am stage 11B, upper left lobe removed 12-4-01, one positive lymph node (although it was not mediastinal).",1,0
"I'm writing this to see if anyone has such a stubborn husband, son or partner.",1,0
"My experience is similar to yours, although I started at the other end with head/neck cancer in 05.",1,0
It's very scary- we have tried to remain positive.,1,0
We are putting our trust in his expertise - I hope he does well by my dad again.,1,0
Try to focus on the fact that informed is far better than uninformed.,1,0
Sunrae that is excellent news makes the year worth it.,1,0
That's awesome that you have such a great support team!,1,0
I used that as well and mine grew like crazy!,1,0
Just wondering how large your husband's mass was in cm.,1,0
"Traci,I posted all the pictures I took on Facebook because it let me upload all at once.",1,0
We are really blessed to be here at all but in your shoes we'll not ever understand.,1,0
"It feels good to talk to someone that understands what Im going though, but when is it going to hit me?",1,0
It sounds like you are doing very well.,1,0
"He requires almost constant care, and I'm doing this basically by myself.",1,0
"Speaking of positive, continue on with your zest for life, and great attitude.",1,0
If my pictures turn out well I will try to post them.,1,0
Just diagnosed with growth in lower left lobe...dx with crc in 08 and nothing since...CEA elevated and PET showed lower left lobe growth.,1,0
I will keep you and your mother in my thoughts and prayers.,1,0
"I just want to see me mom up and moving, just a little each day.",1,0
"That is great news to hear, Congrats !",1,0
"I have been in remission for the most part, and I am feeling great!",1,0
"Happy Birthday to you, Happy Birthday to you, etc etc",1,0
"I hope you find that it isn't cancer...and, glad to hear you aren't going to wait...",1,0
I've decided with a double mastectomy with immediate recontruction.,1,0
She's in hospital tomorrow as blood results show too much calcium so she's having something to counteract that.,1,0
I had my surgery in the morning and left the hospital late the following morning.,1,0
"He can overcome the side effects, but he does need to fight it.",1,0
You will look back eventually and give a sigh of relief when all the treatment is complete and then just the <PERSON> to take.,1,0
You really should go to the site for the young women coalition above.,1,0
I am just starting to feel better after my last chemo a week ago.,1,0
I pray for her mental health and I also pray she stays away from this site for good.,1,0
Every Thoracic surgeon dedicated to the focus of thoracic cancer hopes for early detection and successful treatment.,1,0
Your energy will come back with time and some gentle exercising.,1,0
Maybe you could start with how he helped develop that trait in you.,1,0
"It last about a half hour for each tumor, and it's just for one day.",1,0
Listen to what the oncologist has to say.,1,0
Good news about clean margins and your nodes were clean too!,1,0
"I am sending you, <PERSON> and <PERSON>, big prayers that your results will be clean too.",1,0
I bit my tongue and told her I love her.,1,0
I am sure I didn't have that then.,1,0
"She will need to do daily exercises, according to her surgeon's instructions, to prevent loss of mobility in the arm.",1,0
It is very very different from how we were before.,1,0
We hope that this brings hope to anyone with that dreaded pancoast tumor.,1,0
"I bought the ""mini net sponge"" at Walmart for 78 cents a piece.",1,0
"I wish I had better things to tell you, actually its okay I get to enjoy my grandchildren.",1,0
she had limited stage and her doctors told her they hoped to cure her.,1,0
I will pray that your surgery goes well and things will look brighter for you afterwards.,1,0
You and your mother are in my prayers.,1,0
It is called CANCER COMPASS and is worth the read to anyone with cancer.,1,0
These drugs can do funny things to our body.,1,0
"I saw the photo's you posted on the expressions page, very nice thank you for sharing them.",1,0
Reading helped me by letting me know that many folks learn to live with cancer.,1,0
May you have wisdom as you search out what's best for you.,1,0
Be sure and update us <PERSON> on how you are doing and on what your PS tells you.,1,0
You are having quite a time and I am so glad you have help and aren't doing this alone.,1,0
I mostly sleep in an upright position either with lots of pillows or the recliner.,1,0
"He tolerated the chemo very well, we were all in positive spirits.",1,0
and just now thought of this: They will probably require a drug test (it's a local govt agency).,1,0
I was neds for 8 years and never considered myself a survivor as I was always on search and destroy!,1,0
"I have this saying, ""Everyday above ground is a great day!""",1,0
I am stage 111B and this is what they call palliative treatment.,1,0
This site looks like a place for support.,1,0
I truly believe what you are saying.I've heard people say WHY ME???,1,0
My wife has stage iv lung cancer and still works.,1,0
"Positive thoughts, prayers, lots of cyber hugs and anything else you need from me or the pinkies!",1,0
"Crackers, jello, lipton chicken noodle soup, apple sauce, drink lots of water and keep them on hand particularly after chemo treatments.",1,0
Please consider talking to a counselor for yourself.,1,0
"Marliece, Possibly your problems with surgery site (lumpectomy?)",1,0
I began chemo and radiation so that the tumor would shrink and releive the pain.,1,0
"It wasn't elegant, but it was comfortable enough and made my clothes look ""balanced"".",1,0
(she said she just couldn't do it anymore) so I believe she gave up.,1,0
"Everyone reacts different to this disease and its treatments, but you will find on this site many people who have had similar experiences.",1,0
I also had blood from my nose for about a week which she also said was from the Avastin.,1,0
They did immediate full brain radation on the brain tumors since they we causing swelling and she was passing out.,1,0
"Life isn't fair, and you have had more than your share of troubles to put it lightly.",1,0
The fun provides a break from the serious stuff.,1,0
"Hi all, I had my surgery late October, doctor at Penn State Hershey was really good, this was a 1cm nodule.",1,0
I am filled with positivity and I am not going to worry any further until the next scan.,1,0
Stay on top of it and be positive.,1,0
I would recommend this structure to anyone going through what we are!!,1,0
This is a very sore subject with me.,1,0
After her first round of treatment she said she felt fine and did not want to go any more.,1,0
Also 2 of 17 lymph nodes were positive.,1,0
"I'm so glad that you left this message, not for me but for someone else that might be having the same problem.",1,0
I only had the <PERSON> twice so it will have an almost immediate effect if it does inhibit hearing.,1,0
"I had a lumpectomy and sentinel node biopsy beginning of March and everything was great, healing fast fast fast, back to work, walking, everything.",1,0
I told my doctors and they said it was normal.,1,0
"The radiologist seemed very ""proud"" of his work.",1,0
It is so nice to hear good news like that!,1,0
This site is filled with wonderful amazing women and men.,1,0
"Sometimes it is comforting to just ""ramble"" and we understand.",1,0
I wish I would of left everything alone.,1,0
I think this discussion board is great and I fill fortunate to be able to share in your experiences.,1,0
Well went for a boat load of tests and it seems I am not a candidate for surgery.,1,0
Buy a good movie to watch when you get home after treatment.,1,0
"While I am learning to cope with my dad's stage 4 lung cancer, a book called I Can't Stop Crying has helped.",1,0
The tumor doubled and spread to the other lung.,1,0
Their false breast form gives me knee pain in my left knee it is bad already I have a bad right knee.,1,0
I have been looking at all my options for quite a while and feel confident and comfortable with the decision I've come to.,1,0
"But working with my doctor, we tried different medications, different dosages, different regimens, etc.",1,0
Thank you for the info...it is very helpful.,1,0
hello soccer i wanted to apologize for any confusion i caused.,1,0
We have not been there to visit yet--but I have a feeling we will be going this summer.,1,0
Thank you so much for your response and the advice.,0,1
"I think that if you believe it will work, it makes you feel better.",0,1
It has gotten much better now.,0,1
"In all honesty, she has been a blessing.",0,1
"I probably will have the Biopsy done, but I will wait a couple of weeks until July when I get on Medicare, and have the procedure done outside of the VA system.",0,1
It adds to and takes away from us as it is.,0,1
I've been fortunate enough to have clean scans since the surgery.,0,1
From what I can see his doctors always holds chemo up if they can not do it.This is tough stuff I know.,0,1
Nonetheless it was time to get to the hospice and the docs told us he was not pscologicaly ready for that!,0,1
I am looking forward to meeting with you ..,0,1
"Thanks back at home.. Me, the wife, the two sons and <PERSON> my loving Beagle.",0,1
I saw where someone posted wanting to see that movie.,0,1
"It sucked but I don't feel sick anymore; however, i was through with treatment in Feb. 2002 and I still feel i don't have my full energy back; i also feel very depressed sometimes; this is crazy to me because i am normally a very happy <PERSON>; i almost believe chemo beat the cancer but messed me up mentally by making me sad all the time; what do you think?",0,1
It is very overwhelming being diagnosed with cancer.,0,1
I also have lymphedema in my left leg.,0,1
"Now since you have already been in remisson once, if there is an issue you could go back into remission again.",0,1
said I wasn't myself during chemo.,0,1
Docs have determined that chemo causes changes in brain chemistry and is responsible for insomnia/sleep problems in cancer survivors.I was involved in a study about insomnia in cancer survivors and part of it is cognitive behavior therapy for insomnia at a sleep disturbance clinic at a local hospital.,0,1
I wish you and your husband the best and keep posting.,0,1
I also had weight loss 20 lbs in 30 days.,0,1
What a sweet and touching thing to do.,0,1
Hormone therapy works to deprive the body of testosterone but eventually prostate cancer cells no longer need testosterone to continue to grow and drugs like Provenge are used.,0,1
"And threw it in the garbage, where it belongs :)*",0,1
I feel taking evening primrose and black cohosh is like been on the HRT pill,0,1
I had <PERSON> look and he can't see the bone either.,0,1
I  am supposed to start Taxol next Tuesday.,0,1
He has gained back 20 pounds and has no pain anywhere.,0,1
dog has been a pain in your butttttt for a long time.,0,1
PBJ did they give you antibiotics for the infection?,0,1
Jan 04 had surgery to remove upper lobe left lung.,0,1
The wait was killing me and then I get to the Dr. and they forget me.,0,1
Thanks so much JoAnn for your encouragement.,0,1
"My PC was just diagnosed, PSA of 3.1, <PERSON> of 6 and stage 2a.",0,1
"Hello Donnanva,I am also a canidate for surgery, in other words, they could pull out my right lung, not much issue here, but...my left lung will not support me due to low results of my pulmonary tests.I am assuming, his potenial remaining lung is satisfatory?Dave",0,1
I have a mass in my chest with pleural effusion.,0,1
I want to wish you good luck and post when you can.,0,1
"Good thoughts for you and yours.Best,Hopeful PS Use of Avodart before rad",0,1
"At that point I will probably check out of the net.""",0,1
My oncologist is looking for the perfect recipe :),0,1
The closest I believe is like an hour away.,0,1
"Wow, you could comment on a dozen things in your post.",0,1
How much of a problem depends on the tissue that was damaged.,0,1
She has never been a <PERSON> who rests.,0,1
glyson score was 6 in pathology report and my fathet has no symptom.,0,1
are you using <PERSON> juice or pills?,0,1
"Low grade means a slow growing, not so fast growing cancer.",0,1
Being in tune with what you experience enables you to advocate for yourself.,0,1
"Good luck, will pray for your family and hope to hear soon from you.",0,1
First I apologize for my English is weak,0,1
And isn't it just like you to tell us of your results with depression with a touch of humor.,0,1
Then I smile and keep on keeping on.,0,1
It was at least 3 months before I regained any semblance of normal breathing but it is much improved.,0,1
Thank you so much and I am so glad I found this sight!,0,1
Today he started showing signs of confusion again.,0,1
I feel I need to take a short break to get all of the ideas in perspective.,0,1
I laughed imagining you chasing after the mail carrier !!,0,1
After reading some of the responses to everyone in here I realised just how much the SUPPORT of Sisterhood really is.,0,1
"Hope you have a special day filled with Love,<PERSON> and <PERSON> spent with family & friends.",0,1
My eyebrows and eyelashes are still dropping off.,0,1
"Since my tumor was NOT estrogen receptive, Tamoxifin is not an option for me nor is <PERSON>.....so it's chemo",0,1
Started at a 5 cm tumor left breast.,0,1
it takes a time for this stuff to get out of your system but in time it does.,0,1
Only been on tamoxifin for 15 months.I am a bit worried about that.,0,1
Pillows helped too when I slept in bed.,0,1
Oh I forgoy  thius was a recurrancw od brest but it was under my arm,0,1
Until an ER doc finally figured out what I have.,0,1
"Put a bit of water on a cloth, microwave for 20 seconds or so and lay it on his chest.",0,1
I would like to thank <PERSON> for all the research she does!,0,1
"I am having a party with family, friends, and neighbors stopping over for lots of treats, and of course lots of kids.",0,1
I just stop for a while till I get it back.,0,1
His wishes are important but he may no longer have the ability to decide for himself what is best.,0,1
I was interested in the medicine you took for the rash since my husband has develope it.,0,1
Then I went a month smoking 2 or 3 a day and now I smoke none.,0,1
How long will your ports be left in?,0,1
"Shucks, I'm not even supposed to use a disposable razor to shave.",0,1
I hope for good news.,0,1
It's good to share during a time like this.,0,1
Beautiful computer desk that closes to a hutch.,0,1
I wonder how my life will be limited after treatment.,0,1
This is certainly an awesome site to vent on.,0,1
The uncertainties take alot out of us.,0,1
It helps to know that people care and understand.,0,1
The second time is not as important as the first time?????,0,1
My therapist has worked wonders with the scar and the underlying tissues.,0,1
Taxol is a very different experience for me.,0,1
I came back and you must believe you can too.,0,1
Lots of naps and good nutrition helped too.,0,1
This is associated with small cell lung cancer.,0,1
One woman made the comment that she felt like people were afraid of bald women.,0,1
Position with least of pain was supine in bed.,0,1
I am so sorry to hear about your father.,0,1
I hope your friend doesn't have prostrate cancer.,0,1
But u r so supportive and willing to help.,0,1
"I also had my entire left lung removed on July 31, 2007.",0,1
My doctors have told me that this has shown to be one of the most effective treatments against lung cancer.,1,1
The IV only took two trys and the nurse really was doing her very best.,1,1
"Good luck to you <PERSON> and God Bless  Keep a positive attitude, enjoy each day to the fullest and never give up the fight.",1,1
You are a child of a loving creator who has sought to present you with a challenge.,1,1
She has also worked with the doctor to figure out what meds are best and which ones he can stop taking at this point.,1,1
First time I've joined a cancer message board.,1,1
Also the doctor told me it's stage 4 bc it went to a lymph node in the left cardiophrenic.,1,1
Please keep the faith that God will see you through this stage of the journey.,1,1
"Hi Ann, I opted for immediate reconstruction and I'm so happy with my choice.",1,1
"I am only 59 and am scared at the thoughts of losing my business, then end up losing my house because of that.",1,1
"As I mentioned before, this website is incredible.",1,1
Stay strong and best of health to all..... <PERSON>,1,1
I am almost 3 years out and cancer free.,1,1
I just wanted to send all my prayers and love to those that took the time to give me a little piece of themselves.,1,1
It coats the throat and also helps with constipation.,1,1
funny Joe!I needed that and let loose on a big belly laugh!,1,1
Any suggestions or info would be greatly appreciated.,1,1
So glad you got the news we've all been hoping for!,1,1
Happy to hear your recovery is going well.,1,1
I hope you found a Dr. you trusted.,1,1
"One is called ""Mamm"" Magazine and seems to be a great magazine for info about various types of reproductive cancer.",1,1
Thank you to all who have reponded and provided me with very useful information and a warm welcome.,1,1
<PERSON> wishing you the very best outcome tomorrow.,1,1
Let's keep our positive attitudes and always remembers where to turn when we need support.,1,1
"I hope you can keep busy and distracted, and keep positive thoughts.",1,1
That's standard practice and it doesn't mean that the spot is or isn't cancer.,1,1
"Based on the results, the primary care doctor recommended a PET scan.",1,1
I m already on 02 24/7 and meds to help with my breathing every 4 hrs.,1,1
He'd call me several times a day from work to remind me to eat.,1,1
She has surgery this past tuesday to have a hysterectomy.,1,1
Doctors tell me to continue swimming to streach the muscles on that side.,1,1
supposed to kill all kinds of malignant cells and be nontoxic.,1,1
Hopefully in early September she will be able to start <PERSON> (as long as no active brain mets),1,1
"Psamuel, is it the chest they will be radiating?",1,1
"The Dr and nurses always ask if help is needed, phycological, financial, .",1,1
Had both breasts removed and lymph nodes removed.,1,1
"If not, listen here;  My husband was diagnosed Aug. 2009 with limited stage small cell in the left lung.",1,1
Early detection and early treatment makes this a treatable cancer now and not a death sentence.,1,1
Thank you all for your positive words of encouragement.,1,1
"I read where so many have hair growing back that is thicker, darker, curlier.",1,1
It is truly amazing what they can do.,1,1
I wish you a wonderful holiday season and beyond.,1,1
"I know I could do with a chat after reading about <PERSON>....hope to see you there, Love <PERSON>",1,1
"Has anyone been there, treated there, who were your docs and what is your opinion?",1,1
What a sweet surprise to find those lovely gifts and letters waiting for you!,1,1
Fortunately my lymph nodes showed no cancer cells and my surgery margins were clear.,1,1
This crap with Insurance companies has to STOP!!!!!!!!!!!!!!,1,1
My husband seemed to do well with cream of wheat.,1,1
I was treated and immediately began to feel better.,1,1
I had stage 1 A nsclc and recently had surgery to remove my right upper lobe.,1,1
"We saw the doc on Monday & all his numbers were good, went home & he went to sleep.",1,1
She prescribed <PERSON> and we've found the dosage that is right.,1,1
I started out with a persistent dry cough and it subsided during treatement.,1,1
I had a left mastectomy 2 years ago (Stage 0 DCIS) with no chemo or radiation afterwards.,1,1
As i have read your stories here i am shocked.,1,1
"You were a strong wonderful Man,and an example to other Men with BC.",1,1
I see this as very good news too.,1,1
its the never ending love and show of compassion  I love this site too!!,1,1
"I'm celebrating a little victory today as I just had my 6th chemo, halfway thru my treatment.",1,1
My sentinal lymph nodes were clear and my margins were clear.,1,1
My grandchildren were a great support to me.,1,1
You can email me at this account if you want any specific encouragement.,1,1
Please pray that the scan will be positive and all will continue.,1,1
Right now you need to focus on yourself and should not feel guilty by any means.,1,1
I had no choice but to have a BMX.,1,1
Did you finish all of the rounds of chemo or stop after that first one?,1,1
"I'm so scared, has anyone done this before?",1,1
We also have a right to have joy!,1,1
"What I'm doing today, is calling around to the women in my Young Survivors support group, and getting a few oncologist references.",1,1
"I have worn it once, and people say it looks great.",1,1
Pancoast is what I fear is causing my shoulder pain.,1,1
"I also chose Arimidex over the ""gold standard"" <PERSON> because I liked the significant difference in recurrance rates and in overall survival statistics.",1,1
He did tell us that the test costs about $800 and that most insurance companies won't pay for it.,1,1
Tell your mother in law to keep a positive attitude - very important!!,1,1
The doctor should explain that chemotherapy will not rid your dad of cancer but add to his quality of life.,1,1
"Being out of town we were planning on today, but glad we made it in yesterday.",1,1
"I am here because I am learning from my sisters and brothers here, and at times in my journey, I needed so much.",1,1
I was diagnosed January 2007 with NSCLC and had my left upper lobe removed on February 13.,1,1
Taking walks (starting with very short ones) also helped.,1,1
"that was wonderful, and your comments were even better.",1,1
I'm pretty sure it's because the doctors removed the majority of the cancer along with your lobe :),1,1
I just read the Melissa Etheridge interview to which you refer.,1,1
"That being said, you're doing the right thing and again, hopefully yours will turn out to be nothing.",1,1
"I think one of the best things I did was drink plenty of water, along with the other things I took and did.",1,1
I hope I can find that for you.,1,1
"I did have have shrinkage in the squamous cell tumor, but did not affect the right lung where I have adenocarcinoma tumor.",1,1
If any one know is anything or has heard from her please let me know....I am concerned.,1,1
"Do make that Relay, and take along as many as you like to support you.",1,1
The staff where I went were all great!,1,1
The tired & achy flu like symptoms are typical of Taxol & Taxotere.,1,1
" Marijune, thank you for telling me your story.",1,1
"BUT, I'm soooo Happy for the positive support, wisdom and have found it a Great place to make new friends.",1,1
just today my left arm started swelling up.,1,1
I will pray for rest ( for both of you) and restoration!,1,1
"Ask about the treatments possible, then start studying what you think would be best for you.",1,1
I think those of you who work through chemo are amazing.,0,2
Enjoy your very special day.Cheers --Vicki Sam,0,2
He said that if it is cancer he has never seen anything like it before and his belief was that it was a Sarcoma.,0,2
I know our risk is higher but how much?,0,2
"Revsellman, my lung surgery was done Dec 7, 2010.",0,2
I think I moped for 2 weeks after I heard you were having problems again.,0,2
( going to be 44 on Monday) If you would like to chat let me know.,0,2
I JUST TURNED 50 PSA LEVEL ONLY 2.8 DOCS NOT CONCERNED I DIDNT FEEL HAPPY WITH IN MY MIND WENT TO A UROLOGIST ENDED UP GETTING BIOPSY .,0,2
I asked my GYN about this and she prescribed an anti-depressant called Effexor XR which help to somewhat alleviate the flashes.,0,2
They did so within minutes of my email.,0,2
So what did your cup size end up being at 310cc's?,0,2
"Carlee, this time around, my husband has decided not to do chemo... Had rectal cancer, now has lung cancer.",0,2
Surgery may not be advisable because of the high possibility in recurrence which means that he would require a salvage treatment latter.You could help him in understanding the matters of the diagnosis and treatments by reading articles published in the net.,0,2
"<PERSON>, so sorry to hear you have to join our 'club'.",0,2
My aunt later told me his breathing had already started to taper off.,0,2
Still use pad in my compression shorts whenever running or officiate games.I did not have luck in recovering of my sexual function.,0,2
"Wishing you many, many more.... Stay well .... <PERSON>",0,2
"I'm metastatic HRPC, so this study does not apply to me, for example.",0,2
"Talked to some she lived with, her head hurt all the time, never said a word to me!!",0,2
They have a toll free 24 hour hotline that you might call.,0,2
"Good, I'm glad you're getting what you want!",0,2
"Do as you please.All of us could provide you with info that could easily overwhelm you if we did not limit it to the info that you and your husband will actually need after diagnosis.If you want to read my long ""introduction"" to prostate cancer treatment for men diagnosed w/a low grade Gleason 6/7 cancer, you can find it in my Feb 10, 2017 post in this thread: http://csn.cancer.org/node/307947I won't bother reposting it here (as I have frequently elsewhere on this forum) because I do not know if it actually pertains to your husband's treatment needs or not, but it will give you an overview of the basic choices available to men for whom such treatments would be appropriate.",0,2
I am just losing my hair now after my second chemo treatment.,0,2
It's non small cell cancer,0,2
I feel the same way <PERSON>.,0,2
I love what you wrote <PERSON>.,0,2
This treatment has a curative intent while ADT will just control the tumor for hopefully many years from now.,0,2
"Chapter 7, ""Penile Rehabilitation and Preservation"" lays out a plan.",0,2
I elected to have this procedure in 1987 when I was diagnosed with Oat Cell (Small Cell) carcinoma.,0,2
He was told that the he had slow growing cancer.,0,2
Save me a window seat!,0,2
has anyone had the chemo first and so much for such small tumors?,0,2
My wife has assured me that if we can no longer have sexual intercourse it is not a problem.,0,2
Wish I would have left well enough alone.,0,2
I am less scared by you having shared this with me.,0,2
"Sorry I cannot remember, I gave my book to a friend who is battling this disease also.",0,2
This January (23 months from his last bout) he was diagnosed with a malignant pleural effusion - Stage IIB nsclc.,0,2
I worked a party plan to keep us afloat.,0,2
My husband is down to 141 pounds from a starting weight of 217.,0,2
Have had a mastectomy of my left breast.,0,2
"I have read the wisdom and thoughts of many on here, but connected with one.",0,2
"The cancer came back again this year, 2017, in the right and left lung.",0,2
I urgently need a reference for my father.,0,2
Reading didn't help unless it was stories of medical miracles.,0,2
I am so happy to hear the wonderful news about your Father!,0,2
Like you I was willing to do anything to stay alive.,0,2
At the time I wasn't sure if I had a month or a year to live!,0,2
"   Hi <PERSON>, I hate the cold.",0,2
Where else would we be except with you?,0,2
My situation seems almost identical to yours except <PERSON>'s is left side.,0,2
I was told by my Oncology surgeon that they want to remove the cancer withing a 6 week timeframe from the day of diagnosis.,0,2
Very sorry to read about your sister but so happy that she is going to be alright now.,0,2
"Thank you again,for the reply to my question.",0,2
"I tried to answer your e-mail but can""t get into my mailbox to answer you back, this is why I am answering here.",0,2
But I bet you will look stunning in the wig!,0,2
"Oh <PERSON>, I am so sorry this is happening to you.",0,2
"<PERSON>, I finally figured out how to pm you and have sent a message to you.",0,2
"She suggeted to continue with the Aloe and Aquaphor, plus ibuprofen.",0,2
can anyone tell me how long this will last...you know the feeling when your feet goes to sleep...i'm tired of it,0,2
I'm naive with bc and refuse to google things!,0,2
I had trouble with hip pain after being on Aromasin about 8 months.,0,2
"I know it's been a long, tough road and I'm very happy that your quality of life in some measure has returned to you.",0,2
sounds like a good mix to me!,0,2
I never bought it before...it taste good too.,0,2
I wish I had more than hugs for you...but I have lots and lots of those!,0,2
"My emotions are so strange, and yes I do take zoloft.",0,2
"Don't know about more chemo.......darn, just had my port removed 2 weeks ago!",0,2
I know you must be a strong <PERSON> to already have gotten thru so much.,0,2
"My dad passed away two days ago, a mere four months after being diagnosed with advanced small cell lung cancer.",0,2
"Try to take it hour by hour, or minute by minute.",0,2
I had invasive lobular carcinoma on the left and microinvasive ductal carcinoma on the right.,0,2
I healed very well and no infection after four surgeries.,0,2
"I'm not as young as you all, (49), but my mom has SCLC and I feel the same way you guys do.",0,2
BrandonIt is impossible to determine the extension of the cancer in a simple biopsy.,0,2
I also have squamous cell carcinoma of my larynx and underwent chemo and radiation for that prior to the Stereotatic Radiosurgery to my lung.,0,2
"He came home from work one night and was complaining of blurred vision, fever & chills.",0,2
Can someone explain this to me?,0,2
He said my chest healed very well from rads but my fall on Memorial Weekend left my left body very bruised.,0,2
"May the good news continue to shower all of you.Take care,<PERSON>",0,2
I am saying welcome as well.,0,2
Still is but not as bad as it was..last chemo was in June or thereabouts.,0,2
It is a very scary and hard subject to discuss and there were lots of tears on my end.,0,2
"I'm not sure which is worse, but I hope YOU won't go to him when you get sick!",0,2
The dread and fear left that very day.,0,2
There is a triple mix mouthwash or just plain old laticane?,0,2
"Therefore, I underwent the same chemo treatments you are scheduled for but did not require the radiation due to the size of my tumor.",0,2
I only got the treatment to appease my scared *** family.,0,2
Just happy to be alive and grateful to God for everyday.,0,2
Was glad to find this site and great info being shared.,0,2
The individual post search function is an excellent idea!!,0,2
This is not normal protocol for the most part..which is why you need to find out more.I lost a brother to a rare cancer three years ago.They did not do chemo because his had spread to so many parts of his body but he didn't know all the details himself about his own cancer and left it to his wife.She says today she wishes she would have at least gotten a second opinion.Miracles still happen.Don't give up without at least knowing all her options.Good luck..love and prayers.. jill,0,2
"On what basis have you all found that robotic surgery is used, rather than other treatments.",0,2
She had done WBR 10 days and did 4 rounds of carboplatin/alimta and every 9wks zameta( for bones) and they gave her b12 shots every 6 wks.Mom did good on both no nausea or sickness.,0,2
Anyone else ever experience this type of fatigue?,0,2
I also have emphysema (moderate) and am really concerned about part of my lung being removed.,0,2
Too many players to control.,0,2
I dont have lymphadema but I do get PT.,1,2
So am very nervious but am glad at the same time that it will give me honest answers.,1,2
Especially after watching my husband suffer and die with tongue cancer.,1,2
I had the mastectomy and the sentinel lymph node operation as day surgery and could reach over my head by the second day.,1,2
I have been trying different pillows and different chairs for using the computer and I think it is helping some.,1,2
It is so thoughtful of you to be thinking of others as you deal with your loss.,1,2
"My lab did it for free, but the study will reimburse the lab if not.",1,2
"A visit to a cardiologist would probably be a good idea, also.",1,2
Three weeks before our wedding I was diagnosed with Stage 4 Lung Cancer.,1,2
Taking problems one at a time helped some too.,1,2
Fortunately she's a nurse and understood that it was the meds and not something <PERSON>al or anything permanent.,1,2
"Well ladies, I thank you for your wonderful opinion of me!!",1,2
Everyone is very open and answers pretty much any question.,1,2
"Since I can't, just know that I'm thinking of you today.",1,2
"The first cancer I had was adenocarcinoma, and the second was Large cell carcinoma",1,2
I can not help wondering if we should try something else....,1,2
"<PERSON> truely is a miracle drug and together with the zometa, you should do well.",1,2
Some doctors will only do surgery because that is where the money is for them.,1,2
"<PERSON>, have your primary care dr run a full blood work up including your thyroid.",1,2
They also make a chocolate pudding that's good enough to satisfy a chocolate lover :) Easy to eat and surprisingly tasty.,1,2
CT showed multiple nodules bilaterally (lungs) consistent with metastatic neoplastic disease related to renal call carcinoma of left kidney.,1,2
Thank you for sharing your decision not to get chemo.,1,2
Sometimes doctors do radiation to kill off enough of the cancer to make the patient more comfortable.,1,2
So glad that you qualified for the trials and praying that they kick butt!,1,2
<PERSON> your doctors are getting on it right away.,1,2
"We have gone this far, so lets keep going, and it will be easier because we have each other.",1,2
Anyway...I started a blog in the event I was diagnosed with B.C.,1,2
"You may wish to have a doctor take a biopsy from a bronchoscopy, if the nodule is accessible via that non-invasive procedure.",1,2
"We will be seeing Rad/Onc next week, and discussing the procedure one more time.",1,2
I am praying that you will get good results <PERSON>.,1,2
They care about you and about finding an alternative cure for you.,1,2
I just hope the families get some action soon.,1,2
When I say my prayers I will include all of you.,1,2
"He is having more bad days than good days, but still working.He was diagnosed 1/11.",1,2
... <PERSON>'s Natural toothpaste and mouth wash also works !,1,2
I am happy to hear that it worked so well!,1,2
wow im just wondering what part of the above comment needed flagging.,1,2
How did you fare during the <PERSON> treatment.,1,2
I just wanted to say that you are a very strong <PERSON>.,1,2
Lots of good advice from women who have been in your shoes.,1,2
"Your fears are new, but with time, you'll find that you're better able to control them.",1,2
I would love to drop 2 pills right now.,1,2
Thought I'd check in and wish all friends.,1,2
Thinking about the wonderful care he received from the oncology nurses gives my family and me great comfort.,1,2
Go to the best university cancer treatment center you can find and get the best options you can get.,1,2
"A very special Happy Birthday to our dear, sweet sister, Ayse!",1,2
"I too had <PERSON> and <PERSON>, and the side effects for me were absolutely terrible.",1,2
Hope that you do well on the Alimta and your side effects are minimal.,1,2
"You have found the right place for encouragement, advice and a great place to vent when things get too tough.",1,2
I have good range of motion in both arms.,1,2
Thank you for your kind words and support!,1,2
"I wholeheartedly agree with my good friend, Margo (a/k/a tommaseena).",1,2
It's just a lovely little town and if you are ever near there it warrants a visit.,1,2
"As my small cell was confined solely to the right lung, when it was removed there were no ""overt"" signs of cancer remaining.",1,2
"Hello and Happy New Year, great news on your scan.",1,2
Congratulations and good luck with your exciting move!,1,2
Thank you for sharing your info with us.,1,2
