Sentence,Joy,Split
It went away a couple of weeks after the last treatment.,0,1
"Keep those ""well meaning"" hugs to yourself, <PERSON>!",0,1
My mother is only 61 and way too young to die.,0,1
I set the record for having 4 biopsies at once in their center!,0,1
"His appetite is not there.he says ""he's feeling it this time"".He seems more worried to me now.",0,1
He too has lost a LOT of weight.,0,1
"She has stage 2 breast cancer and will be undergoing CAF treatment, followed by tomaxifin.",0,1
"My chemo was outpatient , three 9 hour days and then three weeks off and then continued again .",0,1
I can't imagine what it was like when you got home ... and saw the blob on the couch ... waiting for you to get home and fix him dinner and take care of him.,0,1
"Or, are you keeping me out?",0,1
"I had mets to the opposite lung, lymph nodes and a malignant pleural effusion.",0,1
Your doctors now seem to really care and want to get to the bottom of your health problems.,0,1
"I'm sure your Mom is at peace now and no longer suffering with ""the beast disease.""",0,1
My question for you all is... Is this sometimes how lung cancer presents?,0,1
I took 30 radiation treatments and they're putting me on Tarceva.,0,1
"Thank you, once I have my cath removed and my post op follow up, we will be researching a support group to get more info from.",0,1
After Thier done chemo any how     Hope this helps I like to ramble got testicular cancer at 20-all I got left now.,0,1
We all hope you do well and look forward to your return -sending positive thoughts and confidence in your speedy recovery.,0,1
"the info i read was grim and the doctors have been very nice, but i never got the impression that this was something that could be beat.",0,1
I was on Wellbutrin for the past 10 years.,0,1
Can anyone recommend a thoracic surgeon for lung cancer at M.D.,0,1
I called doc they ordered a CT on Tuesday..could the xray have missed it?,0,1
"Hi everyone, I am from Head & Neck but I been having a lot of problems with Pneumonia and was hoping someone on the Lung Cancer page could answer some of my questions.",0,1
My husband has small cell and this cancer is very aggressive.,0,1
"I posted on your thread Kat, but, wanted you to see here how much we all admire you and are praying for you.",0,1
Part of me is so angry at that,0,1
My dad has cancer..he also stopped 6 years ago and we found out in June that he has lung cancer - stage4.,0,1
"My first onc wanted me to do it every 2 weeks, but never told me why.",0,1
"I was frightened when this chemo brain first started to happen because not one doctor ever told me
about it.It was a chemo nurse who heard my concerns one day and explained it to me and quite frankly validated my feelings when I found out that it actually had a name.October will be 2 years out of chemo and not to worry you because we are all different, but I still have symptoms.",0,1
It has not spread yet and become invasive ductal carcinoma IDC or invasive lobular carcinoma ILC.,0,1
Maybe that's why I said what I said.,0,1
I hope you found a Dr. you trusted.,0,1
When and where are they available?Denise,0,1
I am much smaller then before.,0,1
i FOROT TO GIVE MY EMAIL ADDRESS :,0,1
"As I recogized all the names, yes, even <PERSON>, I could visualize the service.",0,1
"We originally got a second opinion and that doctor told us if he was experiencing pain in his back, they could do a spot radiation that would not decrease his count.",0,1
"   I was seen at  sloan kettering  today    18  months  post op  open  rps   gleason  7  3+4   psa  13.7     Psa remains undectable 0.05     no pads  and still use viagra  but I dont need to  at 15  months  I think  nerves  started to recover  ,            best wishes  to everyone                    I am  going to toast my Dr  with  a cold beer",0,1
"Maybe some more recently diagnosed young survivors can share more.Your wife has an extremely difficult decision to make and a very unfair, crappy diagnosis.",0,1
"Just a couple of nights ago I told <PERSON> that if I could do this all over again, I would skip  surgery and just do the radiaiton and shots.",0,1
There are many people here to support you.,0,1
I finally went back to my onocologist and ask him to help me.,0,1
it dont even seem like he's really gone.,0,1
"Some day in some way he will pay for the way he has treated you.We are here for you
Jadie<3",0,1
Read my expression for more.All the best to you.,0,1
I started <PERSON> and <PERSON> and this is helping to channel my thoughts and emotions in a positive way.,0,1
"It is what it is and I will deal with it good or bad...I am already compiling a list of calls mostly to <PERSON> to get my itinerary together for the next run........I will keep you informed as I go , and again, thank you both......<PERSON>",0,1
Trew...cannot worry about all of the jerks in the world...I had some neighbor the other day (age 54) after giving me his condolences told me that he would never have cancer because his mother did not...I hope he is right but not much of a rationale ..I did smile when he told me that...,0,1
Now I am on <PERSON> w/<PERSON> and since I am having it each week the Neulasta shot is not given.,0,1
"Now, 19 months later and having recently grown significantly, I do have strange but tolerable pains in the liver.",0,1
Have you been on the OncTalk or GRACE forums?,0,1
Stay in touch with us here on this site as well.,0,1
"Best of luck and happy holiday, whichever you may celebrate.",0,1
Sure saves wear and tear of travel.,0,1
"Surgery 9/00 to remove lung, tumors in chest wall, aorta and lung, large tumors removed others left as there were to many.",0,1
Show her what she has taught you about being there for each other.,0,1
"My left arm and left hand really bother me, and that's the side of the sentinel node biopsy and lumpectomy.",0,1
I have taken Advil which didn't help.,0,1
The doctors and I are trying to determine the cause.,0,1
"I have alot ahead of me I am on the tail end of chemo , but need two surgeries then rads.",0,1
"just wondering did she receive any treatment has she survived with just smoking, i will never understand this disease I quit 23 years ago and I am 2 1/2 weeks out of surgery yet my husband keeps smoking you would think that after seeing what I have gone threw he would quit",0,1
I'll be there for sure and bringing Coca Cola chocolate cake.,0,1
"Mesothelioma is a type of  non-small cell lung cancer, although caused by exposure to asbestos as reinstones1 stated.",0,1
He is Stage 4 with mets.,0,1
"Because > 97% of men with LRPC are likely to die of something other than prostate cancer, it is critical that patients give thought to whether early curative treatment is the only option at diagnosis.",0,1
That or the Oreo Cookie cake.,0,1
Did you get your PET scan results <PERSON>?,0,1
Some here have seen activity that allowed them to continue active sex lives in as little as 1-2 months after surgery and some are 10-12 months out and still working on it.Your doc should have you on a rehab program.,0,1
I know from your posts that your father is in critical condition continue your love for him and let him know he is in my thoughts.,0,1
"She had ""flu like syndrome"" what it looked like on the computer for 2 days.",0,1
Hoping for answers when you go in today- Positive thoughts my dear Tasha,0,1
The swelling in her legs has gone down.,0,1
I went for the implants and have some feeling post surgery 2 months on the right.,0,1
"Not sure if we can get <PERSON> here though... keep up the good work, you're showing us all that it can be done!",0,1
"When you were diagnosed, had your cancer spread beyond the lung?",0,1
There are many ways of dealing with this cancer that you both should know before committing to anything.,0,1
I was dx with stage4 lung cancer in April of 2008.,0,1
I am so sorry that your son is having to deal with serious lung disease at such an early age.,0,1
"She said they should order a CAT scan, which they did.",0,1
I meet very few people who've had a tumor as large as mine.,0,1
My wife has lung cancer and is having a lot of trouble with the chemo.,0,1
...I had a nerve sparing rrp about a year and a half ago...at age 56...It took a year before I started getting the erectile function back ... once it started returning I used viagra for a while to help it along ... and now I find I don't need viagra any longer ... which makes me very happy with the outcome...everyone is different...so its not possible to predict any individual response....but this was my experience...,0,1
I am here and out of treatment for 6 years and soon to be 7 years this may.,0,1
I'm no help as I'm not on either.,0,1
I will take your word on that for now,0,1
These drug companies charge obscene amounts of money for these drugs.,0,1
It's terrible to say but I almost wish for a crisis so that I can get him in somewhere to find out what is going on.,0,1
My friends are still in IL but at least an hour away.,0,1
As usual I am awed by the research that you share.,0,1
The spring before diagnosis I coughed too much and got pneumonia so I couldn't race walk.,0,1
Don't know what is going on there.,0,1
We were just told yesterday that it is in her lymph nodes in her throat.,0,1
It was the most uncomfortable hour I'd spent in a long time.,0,1
Her oncologist told us that clots are a fairly common component of the disease process.,0,1
"The Virtue sling is a ""four armed"" contraption with a polypropylene mesh platform that, when tightly tensioned, squeezes nerves and tissue, among other things, inside the scrotum.",0,1
We were shocked to find out he had three tumors on his brain that they could see and three tumors on his lung.,0,1
We bowl and golf and ride our bikes...but it is hard not to think of what happens next.,0,1
We went throughour diagnostics yesterday.,0,1
I had the left lower lobe removed and a cancer diagnosis was made after the biopsy of the removed tissue.,0,1
"I just want to see me mom up and moving, just a little each day.",0,1
I am right there with you holding your hand!,0,1
"I've been wanting one for awhile, every time I see a <PERSON> informercial.",0,1
Doesn't mean you have to use them right away but they can provide information that can help you make that decision.,0,1
I was told no blood pressures or draws on that side.,0,1
is it the chemo spreading the cancer and killing my mother ?,0,1
"3 months out of my reconstructive surgery and one of mine ""settled"" while the other didn't.",0,1
I had a left mastectomy 2 years ago (Stage 0 DCIS) with no chemo or radiation afterwards.,0,1
I am so frustated and hurt that she's refusing to go thru with the chemo.,0,1
"My husband's cancer spread to his right lung, but he doesn't cough.",0,1
My diet and supplements are to boost my immune system.,0,1
"Vasco has lost his own thread, I am sorry to say that I have participated",0,1
I am here in US and really really miss her every minute.,0,1
My mother died from bc but I didn't have the same cancer she had.,0,1
None of these terms were told to us directly.,0,1
"Also, <PERSON> (the old original capsules) can really know you out too.",0,1
Any update on your wife's condition?,0,1
I needed to hear some positive news today!,0,1
Sorry to hear about your recent diagnosis.,0,1
"PBJ - likewise, all the best to you.I will definitely post my results - they should be available late next week.Fingers crossed for you and everyone else.",0,1
Had my left stripped 15 years ago and now 50.,0,1
I have some ideas about chemo I am happy to share with them.,0,1
"If you get a second opinion, this doctor has to accept the fact that there is a positive lymphnode.",0,1
at an assisted living facility (same retirement complex) due to  bad hip pain and a catheter due to prostrate (non- cancer) issues.,0,1
Anyone hear of this as part of an alternative treatment?,0,1
"If they have to do a biopsy, INSIST that they do mutation testing.",0,1
I also was horribly upset about losing my hair.,0,1
"Post surgical pathology report reveal post margins, one regional lymph node involvement.",0,1
The radiation oncologist has set me up to start that part on 6/23 ... and so ... the journey continues.,0,1
I'm sorry that you are feeling so afraid and alone right now.,0,1
My husband was just diagnosed with Stage 4 NSC undifferentiated carcinoma of the lung.,0,1
Hubby would have asked me IF I had hurt the steps LOL.,0,1
"It might too late now for some of them, but, I bet they will tomorrow.",0,1
I have no one else to turn to because my father adamantly refuses a biopsy.,0,1
I am only 57 and have a whole lot of living I still want to do.,0,1
My surgeon who did my port today said I'll be on chemo with little side effects.,0,1
The symptoms you describe are quite serious and should be reported immediately to her internist.,0,1
The operation (removal of left lung) went fine and I am doing well.,0,1
"for a long time, everytime he saw me he warned me about my smoking.",0,1
"Therefore, take your oncologists advise as he/she may be current on this subject matter.",0,1
I am now on maintenance with Alimpta thru my port once every 3 weeks and still take the <PERSON>.,0,1
It's unfortunately not such a fun topic to come to a chat site and talk about.,0,1
I HAD breast cancer.They say how sorry they are.I then say it was a non invasive DCIS and the tumor was very small.,0,1
"Yes, but I had it even before my chemo... :)  Seriously, I am concerned about how you are being treated at work.",0,1
"It was located in my left lung , thru my lymph nodes of the lung and pushing against my esophogus.",0,1
I have not read anything so clearly explained when dealing with post-op PSA scores.,0,1
My DCIS in both breasts were contained and the lymph nodes were clean.,0,1
I am not going out of house because I feel everybody knows and see me wearing pads and pull ups.,0,1
Pray that your Dad and your family have the strength to get through this.,0,1
"Simon I am sure, will make your Birthday - memorable.",0,1
"Post treatment it disappeared but, yes, it is one symptom.",0,1
On the chemo the liver tumor grew 15% in 45 days versus 25% in 20days before we started the chemo.,0,1
I felt very achy and had flu-like symptoms from that.,0,1
The computer watches your breathing and will not fire if your breathing changes.,0,1
Go easy on yourself and enlist help anywhere you can.,0,1
they are not addictive and you can get off them when you get your feet under you and a little time passes.,0,1
I had to carry ice packs to numb my feet and hands throughout the day.,0,1
Still tender in that area when I sit the wrong way.,0,1
my wife was dx with 3b non operable(after the dodos in corpus operated an broke 3 ribs)in nov 09(happy thanksgiving) I was In touch with MDA houston with the 1st scan of a shadow and by the time we got to MDA we had little hope.,0,1
There is just me.......and a grandson with an extremely rare bone cancer ( we were told he's the 13th to be diagnosed with it....ever....worldwide).,0,1
"I had decided, and even have scheduled, robotic surgery at a hospital and with a surgeon about 60+ miles north of my home.",0,1
There was a very comfortable sling that my arm just laid in out towards my side.,0,1
I talked to her last night and she sounds awful.,0,1
I left the surgeons office thinking I was going to die any day.,0,1
Pancoast is what I fear is causing my shoulder pain.,0,1
But I came home with one and left one there.,0,1
"Hi,
""Morbidity"" should read ""mortality"" instead.",0,1
The other complication to this is the depression that seems to grow in line with the fatigue and the bad tastes.,0,1
We finally found a medicine (demerol) that eased the pain so I could continue the treatment.,0,1
My mom is currently undergoing chemotherapy for breast cancer.,0,1
Additionally the lung had adhered to the chest wall so they had to scrape it off.,0,1
"my mother is just not well, and I don't think a trip is going to be in my plans anytime soon.",0,1
"And as luck would have it, I wound up living in Cardinals territory: here in Springfield we even have the Cardinals' Double-A farm club.",0,1
This is associated with small cell lung cancer.,0,1
I can not believe it took me 3 weeks to lose just 1 pound!,0,1
I am going through my second time around fighting it.,0,1
"Some studies from Japan, which interestingly has published a lot of papers on this procedure, show a fairly high rate of ED issues but the studies all involved rather small cohorts.",0,1
"Had port placed this morning,was scared but doing ok.",0,1
"Well, a ""scope"" last Friday showed a paralyzed left vocal cord.",0,1
On Monday I had my regular yearly scan and once again he said it was clear and the nodule had not changed.,0,1
"is in my thoughts and prayers.Love and light,
Vicki",0,1
I am working full time now and last weekend went for a 3 hour hike in the woods.,0,1
3 Years ago my husband had a tumor in the nasal /sinus cavity that was pressing against his optic nerve.,0,1
"My symptoms were shortness of breath, fatigue and clubbing fingers.",0,1
"It is the most regularly clinically diagnosed melanoma in men, and additional only to united states in the variety of melanoma fatalities.",0,1
Before cancer I was running 5 miles every other day & bicycling often.,0,1
It's so nice that other women understand these feelings.,0,1
Looking for advice/experience with Carboplatin and Gemzar adjuvant chemo therapy afte lung surgery.,0,1
Just had an upper left lobe lobectomy on January 3.,0,1
"worked like a charm, mouth feeling almost normal.",0,1
I'm so sorry to hear of your news and you shouldn't worry about scaring any of us because we are all warriors right!,0,1
I understand that some surgeons don't do a mediastonodomy but instead analyze someone's nodes in the mediastinum on the day of surgery and make the determination then.,0,1
I am afraid I may lose  my house and car.,0,1
"My fatigue hit about half-way, but was manageable....just a 30 minute to 1 hr.",0,1
We are here for you every step of the way.,0,1
"Janet,This waiting time before surgery is agonizing.A couple of things:  they can't really tell the size of your tumor until they have completely removed it.",0,1
I completed tx for the anal cancer on 6-30-09 and had the vats on 9-23-10.,0,1
"She was yelling and screaming and refusing to take medicine, trying to get out of bed.",0,1
What I am asking ( or my son has asked) should they go ahead an plan a wedding sooner than later.,0,1
You have been through hell and a huge shock.,0,1
How do you learn to enjoy life and not obsess about it recurring?,0,1
"Well, I asked my doctor for an early CT scan (1 mo.",0,1
"Even with a referral, it’s going to be at least a month before she can get in to see a specialist.",0,1
"Thank you for all the wonderful information..they have a biopsy booked and they keep saying givin my history they think it is lung cancer so maybe I will go for the biopsy,, my dr said to wait a month and would do a xray again and see if it has shrunk then proceed with biopsy if bigger or same...thank you again I kicked breast cancer I can do this lol",0,1
I know everyone is different but what were your side effects?,0,1
"So, my wife’s oncologist told her she was Stage One, instead of Stage Four which is what was suspected before the PET scan.",0,1
"The hair coming out is the worst part, I think.",0,1
He just started round two chemo with Alimta on the 6th by the 10th he was SICK with chills and fever.,0,1
"The final diagnosis is ""Right Upper Lobe Wedge resection #1 adenocarcinoma with bronchoaleolar features with 2 lesions.",0,1
Had my left upper lobe removed on 4/8/02.,0,1
My surgeon tells me I am still dealing with ribs that had to be cut and nerve ending pain.,0,1
I would suspect your lower back pain is similar to everyone else and is not related to PC.,0,1
I am curious if my current rash of dizziness may be related to chemo.,0,1
Please anything will help me get through this..,0,1
"You may want to check out this site:  http://www.globalroboticsinstitute.com/
I am in a somewhat similar situation although I am older than you.",0,1
"Vasco, even if the vodka does cause a reaction, after a while you don't care so much.",0,1
By the time they discovered it it had already spread to his liver.,0,1
I think your mind is really made up to do the bilateral.,0,1
There are no lung cancer support groups in my area and like so many others who have or are survivors of lung cancer or are a care giver to someone with lung cancer we suffer in silence.,0,1
The tumor doubled and spread to the other lung.,0,1
It's now been many years since we've visited...,0,1
That's when I really got scared and depression tried to sneak up on me.,0,1
During that operation she developed a blood clot in her leg from her legs being in stirrups for several hours.,0,1
I was so sorry to read that the cancer has returned.,0,1
"These were not a severe as my first chemo, and for me they worked almost immediately.",0,1
Cancer left untreated will not allow me to do that.,0,1
"My wife and I do enjoy a good sex life now but if came to giving that up or having the cancer spread, I choose celibacy.",0,1
"I am 62 year old male, stage IIB.",0,1
"After responding so well to carbo, alitma, and avastin, my last pet scan brought devasting news of new cancer spots.",0,1
I will make a report on that later.,0,1
I don't worry about whether cancer can happen twice....I had 2 different ones...lol!,1,1
I also breath better after drinking hot coffee WITH caffine.,1,1
MOst insurance companies pay for nursing home care  visits.,1,1
<PERSON> glad to hear that you are done with chemo!,1,1
"Hope your day is filled with joy and happiness (and of course, cake and ice cream)!!",1,1
I am thinking positive thoughts and doing everything I can to ensure that I do what is best for me and my body.,1,1
The apex seems free of trouble.,1,1
"Thats funny guys!,...I am about the weight b4 all of this!",1,1
HA HA I just had to add that.,1,1
Enjoy whatever foods you want now!,1,1
Going camping and fishing this weekend just to get away since I'm felling ok!,1,1
Thank you so much for your email.,1,1
Im still here so I am doing great!,1,1
"<PERSON>, you live such a fascinating life...I want to come to California and be your new best friend!I've met <PERSON> a few times here in the Smoky Mountains...:)
Keep us posted on your doings....always so interesting...
Dee",1,1
"Hurray, and heartfelt congratulations!At the moment, raising a cup of coffee in your honor!Kind regards, <PERSON>",1,1
"(although, they were sweet enough to send me a card!)",1,1
I was glad to read that you came out of surgery so well.,1,1
Such nice comments from such a wonderful lady!,1,1
The care at <PERSON> is excellent too.,1,1
"I had the best Sunday ever, It was relaxed and quiet and no stress.",1,1
So great to hear more good news on this forum!,1,1
You have to build up to it.,1,1
"Luckily, here in New Mexico you can get almost any food with green chiles!",1,1
I hope we meet some of our newest Sisters in Arms tomorrow night.,1,1
"Keep having fun -- you deserve it!Hugs,
Debi",1,1
Thanks for all the advice.,1,1
It is true that now your sister is pain free.,1,1
He has gained back 20 pounds and has no pain anywhere.,1,1
A belated Happy Birthday wish to our dear Ladybug.,1,1
Hope you are enjoying left over birthday cake!,1,1
Your posts are inspirational.Thanx again !Dave,1,1
Get some pretty spring flowers and put them in his room.,1,1
Great news on the 30 percent reduction!!,1,1
"He should think of chemo as a wonderful weapon, and chemo is a good thing.",1,1
You were kind to pass on the info to her.,1,1
You spoke on behalf of everyone.Thank you.Alice,1,1
I think that is so cool!!,1,1
I wish us all peace and joy during Christmas and for 2010!,1,1
We give God Glory during the good and hard times.,1,1
was reffering to your bandana~lol!!,1,1
"<PERSON> you're back, take good care of yourself and rest a while.",1,1
I'll be up early so I can come too.,1,1
"As a friend said to me this week, ""Where there's life, there's hope""... and we have a lot of hope.",1,1
"said, ""there are many choices left in our arsenal.""",1,1
"Oh My Goodness, I knew you would 'GET IT'................Thanks for proving me right AGAIN!Hugs Jxxxxxxxxxxxxxxx",1,1
"I am doing very well, back to work.",1,1
"I have excellent range of motion, and no tightness.",1,1
same thing ..  eat chocolate first --  Enjoy!,1,1
The smell of food did bother me but I maintained my weight through it all.,1,1
So happy for you it is great to be done.,1,1
"Tasha, thank you for this laugh!",1,1
I got told to do my bucket list feeel free to post about different places,1,1
"What a beautiful day, and you will have many more with Lincoln.",1,1
"We gain an hour this time, because we set the clocks back an hour so <PERSON> for that extra hour!",1,1
Her lungs were feeling better while she was getting radiation.,1,1
"It's a lovely speech delivered by a beautiful woman.xoxo
Victoria",1,1
"If so, I will bring the chocolate bars.",1,1
Thank you quail for your service and please pat yourself on the back for me for doing what you do in the first place.,1,1
"Best wishes and positive energy coming your way for good results today.Hugs, <PERSON>",1,1
no proof but since being on <PERSON> my colitis is almost non existant...and loving..it..maybe one pro since had total hysterectomy due to side effects of it..<PERSON>,1,1
Enjoy your free time now!Sue :),1,1
"I find I feel much  better if I meet the fatigue head-on, I don't lay around a lot.",1,1
MRI and head scans shows everything is in the clear.,1,1
It has worked for me for two years.,1,1
I was 36 at the time of my diagnosis and am grateful for everyday I have had.,1,1
Just starting on this site and saw this post and couldn't quit reading or laughing at your comments.,1,1
Had bilateral mastectomy (positive nodes) with reconstruction end of July.,1,1
Thank you all again for all of the support!!,1,1
I healed very well and no infection after four surgeries.,1,1
this site has been a life saver for me and a wealth of knowledge.,1,1
We are fighting this as best we can....have the VP of HR at her office involved and hopefully will get some answers.,1,1
I did qualify for one of the clinical trials showing on the NCI web site for chemo-naive patients.,1,1
I am learning more by the hour from this site!,1,1
We have been through all the treatments that his doctors wanted him to go through.,1,1
"You will be, if not already, amazed by the wonderful folks within this group!",1,1
"I hope when you get another chance to visit California, please call me up and don't be ashame.",1,1
Good luck to you with whatever you decide.,1,1
That's great you are done and no effects to speak of.Hugs,1,1
I find a lot of support from this web site during this very difficult time.,1,1
"That would be great to get together for a kopje koffie!Hugs, Kathi",1,1
Praise the Lord for His goodness and mercy!,1,1
I'm a 58 year old and three years out and cancer free with chemo and radiation treatment for anal cancer.,1,1
You are a good daughter who loves her daddy.,1,1
"This will get around dad's stubbornness by allowing him to live at home, while providing you and the family with an all-important daily visit from a health professional who can see to some of your dad's critical needs while educating you and mom, if possible, on how you can better help as well.I am not sure of dad's medical coverage, of course, but such service is often covered.",1,1
I am into year 9 and somewhat of a mirical at that but I have worked very hard at quality of life and still work every day.,1,1
"It's great to get on with life, and i appreciate the info on <PERSON> dudes.",1,1
The internet is such a wonderful invention.,1,1
"I am now off all oxygen, and the tumors are all but gone.",1,1
The Oncologists at VCI are very optimistic of a cure.,1,1
"So glad you get to continue on this journey and that you'll finish soon.Hugs, <PERSON>",1,1
After my first treatment I was feeling  good and thought I would be fine so I ate a big lunch.,1,1
"Thanks back at home.. Me, the wife, the two sons and <PERSON> my loving Beagle.",1,1
"None of us know when our day will be, but we must love and live to the fullest no matter how hard.",1,1
"It is nice to have that, isn't it?",1,1
I am glad the slow recovery was mentioned.,1,1
I'm happy to read your news!!,1,1
I also really want to tell you how glad I am to hear from you and remember you as one of the very helpful and wise people who helped me earlier.,1,1
I'm also happy to see you're feeling well enough to post!!,1,1
"I hope and pray that you all are doing great and enjoying the warm weather, depending on where you live.",1,1
My mother just finished chemo treatments and is doing great.,1,1
It will be interesting to read the comments that are made here.,1,1
what a nice ornament surprise you received today.,1,1
Thank you cindy and missrenee!,1,1
Take care friend and prayer said for you for a good outcome.,1,1
And then I get my new  AUS to play with.,1,1
"And look at your husband, he looks so proud of you.",1,1
"Hope you have a very special day filled with Love,<PERSON> and <PERSON> spent with family & friends.",1,1
"like that makes you want to dance, dance, dance!Hugs,
Georgia",1,1
"...non complicated surgery , and great outcome.",1,1
"Hello all, I found this site and recently registered.. What a wonderful site full of compassion and information.",1,1
At the end of that time my tumor had all but disappeared and there was no cancer in my two lymph nodes.,1,1
"I am so happy for you, sweet sister~ the good news keeps on coming!",1,1
"A very, very kindly woman... but very, very serious too.",1,1
i love reading about each <PERSON> receiving their ornament!,1,1
Is there anyone who have them for 5 +years and is still happy with the results?,1,1
Both are very lovely and I am sure you are very proud!,1,1
"I just finished my 4th and final <PERSON> treatment today, so hopefully I won't have to be bothered with this much longer.",1,1
I am generally happy with my MO.,1,1
I would love to get comments from any others on this subject as we hope the week ahead will be decision time.,1,1
"Alot of good was said by <PERSON>, Stayingcalm, Dennyc, Naypaual, SocceFreaks...etc..they are oldtimers here!!",1,1
"Hugs to you and yours,  <PERSON>",1,1
"Results came back that there were between 5 to 7 masses in her brain, one on her pelvic bone, and a small mass on her adrenal gland.",1,1
I'm still here and have been cancer free for 7 years.,1,1
Just welcoming you to the board as the others have!,1,1
It makes me feel not so alone in this battle.,1,1
Thanks in advance for the help sisters  have a good day.,1,1
I'm going for that trip around the block now!,1,1
I'll check back for an update...thinking of you...<PERSON>,1,1
I would love to chat with you any time you are available.,1,1
Thank you for all that you do.,1,1
<PERSON> you got that first one done and that you feel well!,1,1
My sister ran thru the whole gamulet of emothions but now has a very good attitude about it.,1,1
"I ate things like scrambled eggs, half a peanut butter sandwich.",1,1
Would love to hear of someone that has beat this......,1,1
I just stop for a while till I get it back.,1,1
Chemo is hard but you will soon be done!,1,1
"Whatever it is that gives you the most happiness, I hope you are surrounded by that now.",1,1
Mine are Pride and Prejudice and Out of Africa with <PERSON>....it's a oldie!,1,1
"Oh yes, ask for the magic mouthwash prescription -- very helpful.",1,1
"Like I said in one of my other posts, I have a peaceful feeling the past 2 weeks and feel that it might be ""<PERSON>"" helping me make it through these rough times of the holidays.",1,1
"Cancer can be beat, you and my sister are living proof.Many congrats on your news and thank you for sharing it.",1,1
Hope all went well with the 2nd opinion.,1,1
"She responded to one of my blog entries just yesterday and appears, in fact, to be all clear at the moment!",1,1
Good news on the bone scan --- no evidence of CA beyond the prostate.,1,1
"As much as I love the technicians (they are very nice), I will be glad when I don't have to visit them every day.",1,1
It's always exciting to reach a milestone in treatments.,1,1
"There are all these studies about how married people live longer, and they attribute it to love.",1,1
Thank you very much for your comments so far.,1,1
Hey cousin Traci you were one cute bambino.,1,1
The only thing you can really do is to support her.,1,1
He does not have full range of motion and with the extreme edema he is now having trouble standing erect.,1,1
"I am still having problems with incontinence, but is is getting better.",1,1
"They do have good docs here, guess we're lucky, plus we have the John Amos Cancer Center which is among the best facilities in the U.S. That's where I will getting radiation therapy, to start as soon as the doc works out my treatment plan.",1,1
Your husband must be a dear sweet man indeed.,1,1
This is a great site for sharing too!,1,1
<PERSON> you told the doctor how you felt about taking so long with the results.,1,1
"I was told I would lose my hair, but did not...I have two beautiful wigs still sitting in their boxes.",1,1
Oh those Italian pick pockets they are pretty bad.,1,1
I have also ordered shirt from here and I love them too.,1,1
He is still in contact with friends here.,1,1
Just want to say congratulations on getting that first chemo done and behind you.,1,1
I worked for 21 years as a family law paralegal.,1,1
We talked about how we'd sit and hug and love each other like we did when he was here.,1,1
"That's a good sign, having a normal brain!!",1,1
I rode as a teenager and loved it.,1,1
"You are a very lucky man, well you both are very lucky to have each other.",1,1
One thing that has given me relief is realizing the decisions I am making are about ME and not my children.,1,1
"Congratulations to both you and your daughter, life is good.",1,1
This board is a wonderful place to get info and support.,1,1
They are one hour sessions and are also free.,1,1
"By the way, <PERSON> worked wonderfully for me.",1,1
'....I'm soooooo glad the spasms have stopped!!!,1,1
Congrats on three years with NED!,1,1
"Hi everyone, im just touched and encouraged by all your post.",1,1
If you need anything else just let me know.. you are in good hands here... wonderful website...beautiful people to talk to and get some great advice from...((((hugs))) Lisa,1,1
She is off all medications and went through blood cleansing.,1,1
What happy and exciting news to have today.,1,1
"
I am impressed with the comments of the posters.",1,1
Hope your day was fun and full of lots of happy!...and your year ahead is healthy and love all around!Jenny,1,1
I would be happy to answer any e-mail and exchange information.,1,1
Google his name and add ED and you will be able to find the videos.Good luck and best wishes as you move forward.,1,1
I love what you wrote <PERSON>.,1,1
"But, I'll say a special toast for a healthier New Year for all of my friends here while I sip my glass of cranberry pomegrante juice and the ball falls :)
dmc",1,1
Please let me know your experiences with this.,1,1
"First of all, congratulations on 3 wonderful years!",1,1
I love it...the yellow lab looks just like one of mine.,1,1
Happy Birthday to Stef and Moopy!,1,1
"Bet that smile stays on your face a while:)xo
Victoria",1,1
Thank you New Flower -- for the update.,1,1
"Well, in my whole household (except for me, of course) of Native Americans~ that text made my <PERSON> really LOL!",1,1
We finally got the appointment.,1,1
Catching it early is a blessing.,1,1
I finally found a product that really worked for me.,1,1
She said there is no indication that cancer has spread.,1,1
"Hi, This is a copy of a post to other ""newcomers"".",1,1
"Had my 3 year CT on my lungs yesterday, doc says everything looks awesome, see you 12 months",1,1
I only wish continued good news for you.,1,1
Today is National Cancer Survivors Day and this is something we all need to rejoice in.WE ARE ALL SURVIVORS!!,1,1
I'm very happy for you and your husband.,1,1
"They are all soooooo cute - but have to admit, <PERSON> is my favorite!",1,1
Thanks so much for your reply.,1,1
Welcome to this great site!,1,1
I've already completed 4 A/C and 3 Taxol - only one more to go!,1,1
How lucky were you to have her as your social worker!,1,1
"I know that though <PERSON> is no longer with us, she will always remain in our hearts.",1,1
They were wonderful kids and seemed to have a ball with all us old fogies.,1,1
I had Bronchoalveolar.....was wondering when you had yours done and how was the recovery?,1,1
"I was blessed and able to work through chemo (didn't have rads), i had chemo on friday, took off monday, but worked the rest of the time, took off 10 days for my mastectomy (including weekends), and now looking back, feel like i barreled through everything in a ""just do, don't think"" mode.",1,1
I hope that we will have the pleasure of your visits along the way.,1,1
Thanks for the helpful info,1,1
"There are quite a few, Sams kinda my favorite cause he's a doc.",1,1
I read your post and had to smile.,1,1
Thank you for the update.,1,1
"Also, a good spa day wouldn't hurt.",1,1
