Sentence,Sadness,Split
I'm currently being treated for recurrence and am only receiving chemo.,1,0
"The surgery left me with a great deal of pain in my right side, shoulder and back.",1,0
She is terrified knowing and terrified not knowing.,1,0
"My wife and I do enjoy a good sex life now but if came to giving that up or having the cancer spread, I choose celibacy.",1,0
My father in law has just been diagnosed that the lung cancer spread to his brain today.,1,0
just today my left arm started swelling up.,1,0
"I am 62 year old male, stage IIB.",1,0
A PSA graph of Cancer is represented more as a continuous upward curve.,0,1
I still am hopeful for the Crizitinib trial!Best wishes always to your wife and to you.John,0,1
"My husband and son have been through so much with my illness that I didn't want to scare them with my worries, so I sure appreciate all of you lending an ear.",0,1
"He mustered up enough energy to say, ""I LOVE YOU"".",0,1
Go out and celebrate and celebrate and celebrate.,0,1
The best site for you to visit would be cancergrace.org.,0,1
"Huge Hugs For you & your Mom
                        <PERSON>",0,1
I would not wait till later in the week.,0,1
Resumed her 3 days of chemo last week.,0,1
I  began having pain in my mid back radiating down my left leg.,0,1
Sometimes chemo buys more time but surgery is still not done because the cancer has already spread to other places in the body.,0,1
What is your India connection?,0,1
Happy Birthday :) Have a wonderful weekend :),0,1
glad all is well with you and prayers for continued good reports,0,1
The PET lit up a mass in my left lung and 2 nodules in my lymph nodes.,0,1
Could anyone out there tell me about this and any good stories.,0,1
I am wondering if you have gone for a second opinion at a lung cancer clinic associated with a teaching university.,0,1
"Were he to have radiation, he would have to have combinedandrogen-deprivation therapy and I frankly believe surgery has less side effect long-term than a year or 2 of ADT plus external beam.",0,1
"to: samuraimom@mymastectomyonline.comScreen names, made up names, whatever!",0,1
I am right there with you...,0,1
I was diagnosed with Stage IIA lung cancer.,0,1
"Well, I wouldn't rule out a bad back, and I don't mean cancer.",0,1
Sending you lots of prayers and good wishes!,0,1
Had my ultrasound today and wish I had more exciting news to report.,0,1
We are trying to find the best place for him given his diagnosis.,0,1
"Active Surveilance for delayed treatment is a very viable treatment decision for low risk prostate cancer, since 97 percent of men with LRPC are likely to die of something other than prostate cancer.",0,1
You will meet many at th site that z suggests.,0,1
My mother was diagnosed with lung cancer in July 2002.,0,1
Happy birthday have a wonderful day   teresa,0,1
"If you don't have the mastectomy, ask to add an annual MRI to your screening.",0,1
I was lucky to not have to deal with it...I hope things get better...HOPE the new year is better,0,1
hi just dont ever give up u can beat this i know iam its been now 2 and a half years when i heard that word but now i laugh at cancer and keep my faith strong its in both of my lungs thy do have a new study where iam from called phase 1 its susposed to destroy and suffer the new cells,0,1
So far it has been constipation with the topotecan.,0,1
I hope it doesn't happen again but just in case have some snacks in your purse!!!,0,1
He was breathing funny(kind of roughly like a rattle) and not responding to me that night.,0,1
I just kept thinking this is saving my life so it will be fine.,0,1
"Nodes were negative and the markers were good: estrogen positive, HER negative, and so forth.",0,1
 Can you share more details about your case and you?,0,1
"What is the history of your psa; data points...that is what is the rate of rise......What did your dre show?It is important that you read books, research, attend support groups at this time to gain knowledge.",0,1
"I had serious fatigue by 4th week, lasted thru 2 wks past treatment.",0,1
No cough or shortness of breath or signs of liver failure.,0,1
You just got a great gift!,0,1
Just reading this site has helped me so much.,0,1
"Hello all, I found this site and recently registered.. What a wonderful site full of compassion and information.",0,1
Will this air pocket go to my brain?,0,1
"Yeah, I especially like when I click out, her butt gets caught in the keyhole...ha ha!",0,1
The truth is no doctor knows for certain.,0,1
"An inframammary node was noted on my MRI in 2009, when I was having tests before DCIS lumpectomy.",0,1
Let's keep our positive attitudes and always remembers where to turn when we need support.,0,1
My skin became very itchy and blistered a little.,0,1
I have had a lumpectomy on my left side and a mastectomy on my left side.,0,1
That is so nice of you Margo and Jake!,0,1
"The health store clerk can tell you all about, it is a great pill and helps many health problems .",0,1
What I was told was that they do not want to subject you to the chemo or radiation because there is no statistical proof that it will help.,0,1
I did not get mouth sores.I used biotene becuase my mouth was so dry.,0,1
You have not only very beautiful face but also very beautiful heart.,0,1
Are you telling me that my cancer could have spread to other parts of my body even if it was not in my prostate anymore?,0,1
"Thanks for your response, I was also thinking that the PSA should be the major indicator for me and my next biopsy..I will take a look at the web sites you suggested...thanks again",0,1
"He is a very stubborn Irishman and said ""Oh it was only 5 minutes from home"".I will let you all know when he gets the results.",0,1
Everyone here is really great and I look forward to hearing from everyone and getting to know you all.,0,1
I am a 2-time breast cancer survivor and have been on Tamoxifen 5 yrs.,0,1
I'm anxious to see the pathology results.,0,1
"I would, especially with it indicating a change in stage.",0,1
I miss you guys when I can't visit the site also.,0,1
I am 43 and had my lobectomy (lower left lobe)5 wks ago.,0,1
"However, depending on the results of my BRCA test, if I'm positive, they want to remove my ovaries and tubes right away as well.",0,1
Wishing you good luck too Tux and welcome!,0,1
I cannot find anything current on the web.,0,1
I wish I could just reach out and hug you to make you feel better and calmer.,0,1
"I'm writing this to see if anyone has such a stubborn husband, son or partner.",0,1
Has anyone done a regional anaesthetic called paravertabral?,0,1
"Your hair smells worse than a bad dream!""",0,1
"At the end of this message, I'll give you the link to the site that she is always on, replying to everyone.",0,1
I could write a book on the comments I get...,0,1
"Chemo didn't make me physically ill, but chemo brain and sleep disturbance are a problem.",0,1
"His cancer has is in the right lobe, left lobe lymph nodes, liver and bones of the lower back and hip.",0,1
"They really helped, sometimes directly, sometimes in subtle ways, and definitely in seeing an outpouring of love.",0,1
"), and I was wide awake in the doctors office.",0,1
"They don't know that you need milk, or eggs, or to have your laundry done, or whatever.",0,1
"medi_2,
Is PCI recommended for both sclc and nsclc.",0,1
I am so happy to hear the wonderful news about your Father!,0,1
Coming to this site has helped me a lot.,0,1
Congrats on getting this first one done!,0,1
"Using the Sloane nonogram at http://nomograms.mskcc.org/Prostate/PsaDoublingTime.aspx, assuming that all PSA tests were performed on the 15th of the month as the specific dates were not supplied the nonogram calculated a doubling time of 8.34 months.",0,1
3 months ago it went up to 3.4 and now down to 2.5...Well so much for those oysters I was eating to raise it.,0,1
"I hope everything goes smoothly for both of <PERSON>,<PERSON>",0,1
Thanks for your support and help!Candi,0,1
I am so scared that maybe my onc is wrong.,0,1
I was diagnosed with lung cancer (1a) and had a lobectomy on 6/23/04 and was told they got it all and that I had an 80% chance at recovery.,0,1
One of the women in my cancer support group had her chemo at that clinic.,0,1
Long experience (min 1000+ similar individual procedures) & track record matter most.,0,1
It's a really frightening feeling to have a breathing problem.,0,1
I was 1 month short of 66 years old May 2008 when dx with 3B NSCLC left lung and lymph nodes both sides.,0,1
"I am hoping for the best, my friend, and am relieved that you are choosing not to let this latest news undermine your enjoyment of life.Live it to the fullest, <PERSON>.Take care,<PERSON>",0,1
They have specialists in breast and lung cancer and are very responsive to patient questions.,0,1
"I am happy to report my last PSA test (Blood taken 04/05/2013)PSA <0.03  unchanged, the same result as 01/09/2013Wishing everyone Good HealthEd",0,1
"I'll be calling tomorrow for sure, but I feel a bit relieved anyway.Thanks!Love, <PERSON>",0,1
I stayed a whole hour and a half and went home!,0,1
I just hope that it will pass and/or that your docs can prescribe something to address it.Good luck!,0,1
"Shucks, I'm not even supposed to use a disposable razor to shave.",0,1
( crossing fingers )  I have never had them and have been told they are awful.,0,1
no proof but since being on <PERSON> my colitis is almost non existant...and loving..it..maybe one pro since had total hysterectomy due to side effects of it..<PERSON>,0,1
"The surgeon was still in control, but the robot eliminated all of the tremors/vibrations from his hands during the surgery.",0,1
They just knock them down when they come up.,0,1
Enjoy your free time now!Sue :),0,1
All lymph nodes under my arm were removed.,0,1
Thanks for thinking of me!,0,1
"Non-smoking female.I was diagnosed on July 15, 2010.",0,1
"But genetics of a cancer is not one to one - same mutation not necessarily causes cancer across all family members who carry it, cancer can easily skip one generation and can show up again in the next, cancer in two <PERSON>s in two generations is not necessarily genetic, and so on.",0,1
I have no nodes on the left side.,0,1
I want to see him feeling good and being able to get out of bed.,0,1
"I have been concerned that getting a shot there would hurt, not sure I could do that.",0,1
6 more days of treatment to go and then maybe the oncologist will let us know if all this hell was worth it!,0,1
I know your blog date was 06/04/08 so I was wondering how you were feeling?,0,1
Today is the first day home and I'm scared.,0,1
If the board were slow we'd lose interest.,0,1
I don't venture out into the bush (forest/nature) as much as I did as I'm afraid of running into mountain lions or grizzly.,0,1
It showed cancerous activity in the right and left lungs and in the chest lymph nodes.,0,1
Some cancers double every 20 or so days and some only every 200 or more days.,0,1
I mostly sleep in an upright position either with lots of pillows or the recliner.,0,1
"Hi 2ndBase
My wife asked me to inform you about Heating Pads.",0,1
"When arriving in his room, it smelled of bowel.",0,1
OH wow that is wonderful news my friend.,0,1
We have the head of our bed raised about 6 inches on blocks.,0,1
There has been no spread to other areas or the mediastinum.,0,1
My second chemo crashed my white blood cells and ended up in the hospital from a zero white cell count.,0,1
He started off really happy and then his mood changed to doom that he was going to keep me alive to kill me off.,0,1
"Thanks <PERSON>, I did not know about the PMing.",0,1
The drs did what they could to raise them and they came right back down.,0,1
....and sending lots of hugs!,0,1
Everyone who worked in the Dr.s offices were great.,0,1
Whoever designed it ... you or someone else ... did a beautiful job!,0,1
"Gotkidz, please accept my prayers for your mom.",0,1
We're looking for what kind of treatment has worked for stage IV nonsmall cell.,0,1
I feel i will be like you always wondering when it will come back...,0,1
"I don't fear the bc coming back with a lumpectomy, as the recurrence and survival is the same, as Ritzy wrote.",0,1
"Great to hear the new, Sistersue2!",0,1
Happy Birthday hope it is a wonderful day!!!!!!!!,0,1
Are you aware of any studies that track the age of the man instead of just the stage and symptoms?,0,1
"Surgeries,Radiation, chemo, hysterectomy (missing body parts) scars misc Medications , side effects etc.",0,1
"Hi Diane,To email me, all you have to do is click on the envelope icon below my message.",0,1
I prayed and left it all in God's hands.,0,1
I find a site iaround.org also very helpful.,0,1
I sounds like we are both taking the same treatments for the SCLC.,0,1
"One of my most recent friends, turned out to be the best I've ever had.",0,1
I also found it help full to ask nurses at the hospital who they would go to if this was them.,0,1
"I had a lumpectomy and sentinel node biopsy beginning of March and everything was great, healing fast fast fast, back to work, walking, everything.",0,1
I use to get so scared I'd shake.,0,1
"I read the saying on this bookmark every time I need to, and my bookmark adds these words; Love, laugh, hope, dream, believe!",0,1
I love reading your posts.,0,1
"I hate this pain so much, and I hate being kicked to the ground all over again!",0,1
"WISHING YOU AND YOURS A MERRY CHRISTMAS, A HAPPY NEW YEAR, AND THE BEST OF LUCK IN YOUR FIGHT.",0,1
"Hi <PERSON>, welcome to the forum.",0,1
"And he hates us nagging him, I dont want to make him more mad so I dont ask.",0,1
We are all still in disbelief and would really appreciate some positive stories and just let us know that there can be light at the end of this long road he is going to face... We are going to find out the final results on Thursday as the preliminary results were Stage 3B... we are praying that the doctors will come back with better results.,0,1
A tumor about the size of a grapefruit was on my lower left lung.,0,1
Thank you for your comments.,0,1
The surgeon can remove 1 lobe and leave the rest of the lung functioning just fine.,0,1
It is now the size of a quarter.,0,1
nobody gives you the guidebook on how to do this.,0,1
"Some have said how painful their VATS was, I did not have ANY horrible pain, just tenderness.",0,1
"If I can help in any way,<PERSON> here.",0,1
I finished my chemo for breast cancer the last day in August.,0,1
"I am not exactly healthy, but I am very much alive and intend to be for a long time.",0,1
"Don´t get frustrated trying to get a survival rate for stage IV lung adenocarcinoma, there is not one.Attitude, hope and a good health is what counts here so don´t waste your time and strenght looking for averages that says nothing about a single <PERSON>.CheersMario",0,1
"Hi Janius, thanks for taking the time to read my board.I first had renal cell carcinoma (kidney cancer) which spread to my lungs then to my brain.I was also told I show small signs of bone cancer which is what my <PERSON> died from.My oldest sister died from breast cancer after 4 years.She was so strong and has been a rock of strength for me.I hope you are well.GOD BLESS",1,1
"Octreotide scan said the same thing.carcinoid tumors are hormone based so the ""typical"" causes of lung cancer dont apply.",1,1
: )    I am also about 3 weeks after a lumpectomy and lymph node removal.,1,1
The tip of my tongue is constantly sore and burning and the back of my tongue carries the most horrible taste.,1,1
I have that same bulge same place as yours and also right under mastectomy side.,1,1
A friend of mine has recently been diagnosed with lung cancer which has now spread to his stomach and throat.,1,1
"I am not sure how to tell them, considering my step mom just lost her battle after fighting it for 5 years.",1,1
I didn't get to sleep last night/this morning until 3AM.,1,1
"Dear Friend,I have not been checking the discussion board regularly, and have only now learned of your disappointing report.",1,1
I was diagnosed with Stage 1a nonsmall cell carcinoma in my right middle lobe in July 2007.,1,1
I'm so sorry you're going thru more drama.,1,1
"My wife just finished with AC-T at Sloan on Long Island, but she almost did CMF.",1,1
"Zero mets, tumor was @ the size of a quarter hiding behind a rib.",1,1
"So, they immediately had a CT scan done, which confirmed I had lung cancer.",1,1
"The doctor offered him another type of chemo but my father and our family decided to refuse the chemo due to signficant sign effect from chemo.Anyway, does anyone know how we have order <PERSON> for my father to try?",1,1
Nonetheless it was time to get to the hospice and the docs told us he was not pscologicaly ready for that!,1,1
I hope and pray that your surgery goes well.,1,1
Sorry you can't make it.,1,1
No option for me I am er pr pos her2 pos.,1,1
Back in may my husband was hospitalized for shortness of breath--he could not walk 2 feet without being very short of breath-.,1,1
Unfortunately the chemo hasn't worked and the tumour is particularly aggressive.,1,1
"Unfortunately, she recently passed away.",1,1
Its been 6 months since end of effective dose of Firmagon.,1,1
"I am taking a copy of your above observatons with me, and I am going to watch him read it.",1,1
Then one month ago I had the worst pain I ever had in my life in my cheek.,1,1
"I was able to get out of bed, but had problems walking very far.",1,1
"""I don't know"" is getting very old and very discouraging.",1,1
"<PERSON>, so sorry to hear you have to join our 'club'.",1,1
I am 15 years past diagnosis diagnosed age 34.,1,1
"I know what you mean about pain, Some days I can hardly walk or get up from a seated position.",1,1
"Sorry for the duplication, but I love this and want to repost for the new people and those who did not see.I have spent more time on other boards here since my mom passed in Sept of SCLC w/mets and my mother in law w/EC in October, but I still pop in and read and wish all of you the best in whatever stage of your journey that you are in, there have been so many suportive and inspirational people for me.....Be good to yourself.....ElysiaSorry Don't Tell Me...Don't tell me that you understand, don't tell me that you know,Don't tell me that I will survive, how I will surely grow.Don't tell me this is just a test, that I am truly blessed,That I am chosen for this task, apart from all the rest.Don't come at me with answers that can only come from me,Don't tell me how my grief will pass, that I will soon be free.Don't stand in pious judgment of the bonds I must untie,Don't tell me how to suffer, don't tell me how to cry.My life is filled with selfishness, my pain is all I see,But I need you, I need your love, unconditionally.Accept me in my ups and downs, I need someone to share,Just hold my hand and let me cry, and say,""My friend, I really do care.",1,1
how sad that we are in the 2006 and still have no cure for this dreaded desease.,1,1
Wow ist there a prostate left to take out?,1,1
"(3/10/10) When I was first diagnosed, I didn't know what to think or how I should feel.",1,1
"That was in July, and he had vision issues, balance issues, and confusion issues.",1,1
I lost my grandma to cancer and I didn't even get to meet her I wasn't born yet and I don't want my nephew to grow up like that.,1,1
"Taxol causes terrible, painful neuropathy of feet, legs and hands.",1,1
"Hi Skipper,  I'm sorry to hear the bad news.",1,1
I can understand why you both feel lost right now.,1,1
He is at present feeling depressed as he is constantly tired and feels very weak.,1,1
"We got the results today.....Lindas cancer is back....they found it in her liver,hip area and in the vertebrae in the back of her neck.... we ate both just lost right now!",1,1
He is always in pain .. (chest and back pain) and has trouble swallowing pills.,1,1
She was diagnosed on April 9th while being 26 weeks pregnant.,1,1
I actually pity them and feel sorry for them.,1,1
"I am still tender, sore and getting redder or dark pinker or just not good :(Hope someone can help you more.",1,1
He always loved spring and at night in summer we'd sit out till after dark on our patio so I really miss that.,1,1
"I do understand that those of us with a cancer diagnosis want to reach out to others and often the last thing they want to talk about is cancer..I'm 51 years old and even though I am pretty computer literate I don't have any experience on chat sites so I was a bit thrown off when I got on the site, was warmly welcomed, asked what they were talking about and the topic of conversation was sex..by no means am I a prude but it was ""how often""  ""when was the last time""..etc..thats when I decided the discussion boards were more for me..I am not judging here and I know one negative experience should not taint the entire site it just threw me for a loop I guess at a time when I didn't need another loop to be thrown at me!",1,1
I never lost my eyelashes or eyebrows but they did thin out.,1,1
hello soccer i wanted to apologize for any confusion i caused.,1,1
The next few days were just aches and flu like symptoms and a wierd restless leg type of thing one night.,1,1
It has been 6 weeks since the end of chemo (had to stop due to weight loss and nausea)--and I stil have nausea and loss appetite.,1,1
My mother is only 61 and way too young to die.,1,1
"The only ones that ever worked were the really hard core, old school psych drugs, like I'm talking One Flew oVer the Cuckoos Nest drugs.",1,1
I was frustrated myself this year when a doc didn't want to do a procedure because I am a lung cancer patient.,1,1
I feel so alone and scared for my Mother.,1,1
"He oesnt want hospice, not yet",1,1
She is getting very anxius and depressed right now.,1,1
She is so scared and worried about this pain.,1,1
"We did not go back to the same hospital, but the first Doctor he had seen in our area.",1,1
"I had a lower right lung lobectomy via the vats procedure, and that was on 9-23-10 and I have been fine.",1,1
"I begin my taxol treatments tomorrow, and I'm praying that it won't be any worse than the A/C was--I had my last A/C 2 weeks 1 day ago, and I still have some numbness in my fingers!",1,1
"I agree also,  the hardest thing for me outside the fear of dying and leaving my teenage son, was letting go of the old life.",1,1
"I am still wearing some of those hats, now that it's getting cold out, over my new hair.",1,1
"They're afraid, that's all - we are a reminder of their mortality, no matter how well we are doing, and nobody wants to look their mortality in the face and ask it a question.",1,1
My husband was recently diagnosed with bladder and lung cancer.,1,1
soooo mom has stage four small cell lung cancer that has spread to liver and brain.we hav done 4 rounds of chemo.HAS ANYONE BEEN THIS FAR INTO AND <PERSON>?,1,1
I am sorry your lab results are not so good yet.,1,1
I elected to have this procedure in 1987 when I was diagnosed with Oat Cell (Small Cell) carcinoma.,1,1
"Tumor in left breast 1.5cm  Stage 1, grade 1.",1,1
I am terrified of getting my hopes up that I will be free (hopefully long term)....,1,1
"We originally got a second opinion and that doctor told us if he was experiencing pain in his back, they could do a spot radiation that would not decrease his count.",1,1
"So, so sorry to hear this.",1,1
"This benefit is particularly important for tumors located in or near vital organs"" .No exit damage sounds good to me...........................Dave 3+4",1,1
I think I was dealing with all okay until I got diagnosed with the ONJ.,1,1
"i want him to read this, but he said he is ready to die and doesnt want to talk about it.",1,1
I was diagnosed about 3 weeks ago and had surgery last week--I still think about it A LOT.,1,1
My family does not want to address the possibility of any future problems and my closest friend ( whose father died of lung cancer when she was in college ) has all but abandoned me.,1,1
A right upper lobe spiculated nodule was found on a ct scan of my neck I had after a car accident.,1,1
Have a family history of prostate cancer with my father undegoing RP and subsequently radiation therapy for <PERSON> 4+4.,1,1
"He was diagnosed three years ago, in an early stage, we were told in Thailand, where he was diagnosed.",1,1
prob because I didnt feel well.,1,1
I had my left lung removed in May 0f 2006.,1,1
She is very strong and wouldnt tell us if something was wrong.,1,1
"Again, clear it with your doc first.I hope any pain you are having from mets is under control?My best to you, stayingcalm*as far as spelling goes, remind me to tell you sometime how long it takes me to type a sensible message since my recent tumor removal =(",1,1
I know you are sick and tired of being sick and tired.,1,1
"However, I did read that a man presenting with a >20 PSA is more likrly to have advanced cancer.",1,1
"The one in her pelvis is baseball size,liver spots are all around 1 inch and the one in the back of her neck is still small...she had tried 2 times to do radiation now but they can't do it because she can not may flat and stay still because of the pain.",1,1
Pet scan shows bone metasteses to back and hip.,1,1
"I would, in effect, be done.They found cancer (VATS surgery in my case, which is a lot less invasive than the rib-cracking kind that some people endure).",1,1
<PERSON>does not work in that case.,1,1
"Since I am employed, we make too much to qualify for state assistance.",1,1
My Daddy just passed away this past June 9th.,1,1
A large mass in pelvis with multiple other lesions in spine.,1,1
" I went through treatments for STAGE II anal cancer I had a squamas cell..My dad and his mother both had the same cell but they had lung cancer and I lost both of them.My treatments of Chemo/Rad were completed in July.In september I had a very bad lung infection NEVER in my 39 years have i ever had a lung infection.I made it through that with lots of meds,inhalers,and breathing treatments.I had my port taken out in November and they dont have to put you completly under no ventitlaros just a local..so after surgery I coughed up a huge clot of blood and then again on the way home and then again that night..a couple a weeks ago and I started expereincing the best I can explain is vertigo..and this week I have started having small places on both sides of my ribs hurt..and when it hurts it hurts..please someone talk to me about your symptoms..my docs concerned and they have a CT Scan scheduled for this coming Tuesday..please input and thank you!~",1,1
I am not sure I would term what I am doing suicide but I can fully understand why someone would look at it as such.,1,1
I went for the implants and have some feeling post surgery 2 months on the right.,1,1
"I am so very, very sorry that this has gone on and on as you describe.",1,1
Just a little scared to do this again so soon.,1,1
Thanks <PERSON> I know she wants to keep fighting and i scarred of wasting time with chemo for it not to help..or maybe it will.,1,1
I also had one lymph node removed with clear margins.,1,1
"I too had <PERSON> and <PERSON>, and the side effects for me were absolutely terrible.",1,1
I'm sorry to hear about your friend.,1,1
I seem to get no one to just give it all to me straight.,1,1
My mom was diagnosed with breast cancer this past Friday.,1,1
I guess at times im having my pitty party too...,1,1
"I guess regarding your question, my father did start saying he was going to die a few weeks/month prior to him passing.",1,1
I say that because doing so can definitely cause some real discomfort in the belly area.,1,1
I really do think in your favor is not only your youth but the use of 3 drugs to destroy the cancer.,1,1
my dad was just diagnosed with lung cancer e-mail at vanessagill141@yahoo.com,1,1
"I think I would talk it over with my regular oncologist, when he gets back and see if he is in agreement, I don't even like the guy that subs for my onco,and wouldn't change anything without checking with my regular doctor too.",1,1
Dr told me 6 months w/o and 12-14 with.,1,1
hi <PERSON>  thanks for the post as of today hubby still weak cant walk without walker sometimes his feet and legs are a mess even with physically therapy that we do everyday not getting stronger i guess the cancer is taking a tole on his body still hoping the tarceva will slow it down  will know in 2 months if it is helping will do another cat scan to see how are you feeling gregg can you walk now at all please keep me posted praying for you are you still in treatment hang in there this cancer is a bit,1,1
"You have CANCER, the heck with your hair!",1,1
I just want my mom back!!,1,1
He will be receiving chemo for the rest of his life.,1,1
Pain in my legs and all muscles was unbearable.,1,1
"His children ended the 90 minute service with a poem many of us learned ""back in the day""...and they said theirr father made them memorize it when they were kids, and that it absolutely eptomizes their father.",1,1
"Dear RE,  I am so sorry for your sadness.",1,1
"hi sherman,
my mom's cancer has spread to her lymph nodes and as of the last 2 cat scans they have not spread.",1,1
This cancer spread to the brain which then took her life.,1,1
"First, i am so sorry for your loss.",1,1
There will be no cure for my sister-in-law.,1,1
"Finished radiation in April 2009, chemo caused nerv damage and left me in pain and un-able to walk like I used to.",1,1
My mom also had breast cancer last year & her mom died at age 52 from ovarian cancer.,1,1
I am 3.5 months out of surgery.,1,1
The radiation oncologist has set me up to start that part on 6/23 ... and so ... the journey continues.,1,1
I read it is a very rare cancer.,1,1
This is a very rare and very aggressive cancer.,1,1
"I had pain also, but mine was due to inflamation in the front of my rib cage where the ribs had been moved during the operation.",1,1
"Has anyone had this experience, would massage therapy help?",1,1
I have no one else to turn to because my father adamantly refuses a biopsy.,1,1
can anyone tell me how long this will last...you know the feeling when your feet goes to sleep...i'm tired of it,1,1
I truly am sorry you had to find this board and my prayers go out to your mom.,1,1
"<PERSON>, sorry to hear that your father died at such a young age.",1,1
I'm having trouble following my own advice right now--  I'm very discouraged.,1,1
It's been hard to deal with but i have to remember he is in a  better place and not suffering.,1,1
There are going to be after effects from the biopsy the doctor will explain these.,1,1
Keeping my fingers crossed for you that the seeds don't move and they have to do it again.Whew,1,1
My prayers will be with you also <PERSON>....<PERSON> and <PERSON>,1,1
I wish I had more than hugs for you...but I have lots and lots of those!,1,1
"My emotions are so strange, and yes I do take zoloft.",1,1
"But hospice wont, they dont do pre death anything",1,1
JMI am sorry for the news.,1,1
In Aug.05 i had right lung and 17 lymph nodes removedof which 2 were effected.,1,1
"And right now, the point where the cath is about to enter the bladder is hurting me more and more every day.",1,1
I had my left lung removed in 2001.,1,1
I was diagnosed with breast cancer at age 49.,1,1
Please check out and read my blog about positive thinking.,1,1
he could have had radiation or chemo.,1,1
It is hard to fight both cancer and depression.,1,1
I had my prostate removed 8 years ago and am cancer free but am still leaking enough to use 1 to 2 pads/day.,1,1
Waiting for those test results every few months would have been brutal for me.,1,1
"Arthritis and bone mets can be confused in a scan but I had some lesions on ribs(not a spot for arthritis), and the growth thruout my spine while on two months of Femara could not be an increase in arthritis in that amount of time so thus cancer is the diagnosis.",1,1
"I've had 2 surgeries - the first in December, 2004 in which they just removed the tumor and said it was benign.",1,1
"My aunt, 70, was just diagnosed with metastatic lung cancer.",1,1
"We see so many cases that, after the surgery, the cancer is coming back more aggressively.",1,1
"I am inoperable , but had extensive chemo and radiation.",1,1
"This is the subject that many an urologist will fail to mention to <PERSON>s having RP, that is the percentage that will have incontinence for the rest of their life.",1,1
Dr said the is a 40 percent chance for malignancy.,1,1
This is terrifying to us as the pain had dominated his right body mostly and now it is in both sides.,1,1
remembering things .. seriiously -- damn chemo brain!!,1,1
"From what I have read, as from your analysis and studies, the MRI has limits in showing alot, but is good as showing odd shapes and sizes.",1,1
I'm sitting next to <PERSON> with a straw in her pitcher of margaritas!!!!,1,1
"JEAN,     MY FATHER PASSED AWAY ON SUNDAY JAN 23RD FROM LUNG CA.",1,1
I was prepared for hiccups with chemo since that was my dad's biggest problem yea number of years ago when he was treated for non-hodgkins lymphomana.,1,1
"Additionally, my ankles are swollen and keep me awake most of last night.",1,1
My husband has recently been diagnoised with nscl stage 2b lung cancer.,1,1
You may with to look at this link which indicated difficulty in correlating any data between a vasectomy and PCa.http://www.cancer.gov/cancertopics/factsheet/Risk/vasectomy,1,1
I finish chemo the first week and April and then will need to start radiation about a month later.,1,1
Without knowing him IRL none can answer that.,1,1
I am at a loss where to go on the internet for help and understanding.,1,1
Last week she told me that she is not scared... that she will only be scared if I lose faith in her.,1,1
"The cough is coming back, I'm having chest pain, and I was told there are 2 enlarged lympth nodes in my right lung.",1,1
"This brings me great pain as well, <PERSON>.",1,1
I am sorry you reacted so badly with your new chemo.,1,1
My husband was recently diagnosed with stage 3A large cell carcinoma.,1,1
My father is 71 and has been diagnosed with Small Cell Lung Cancer.,1,1
Our good friend went through chemo for this last year and now my daughter is scared that I am going to lose my hair.,1,1
"I don't know if it worked or not ,I am still here.I don't think I would do it again but Every body Reacts different.",1,1
Another friend is going through a bitter divorce.,1,1
"It also causes him severe pain and is understandably causes pain radiating to his legs.So tomorrow he is undergoing operation to get ""ommaya reservoir"" inserted in his scalp.",1,1
I first watched my aunt die at age 60 in Feb. of 2000 after a 6 mo.,1,1
Just before Christmas I was told I had lung cancer.,1,1
Prolia also has side effects that can be uncomfortable at times.,1,1
It's really hitting me hard.,1,1
"I had read the posts earlier, but, couldn't bring myself to reply until now.I think it has hit all of us very hard.",1,1
My dad just finished his first round of chemo.,1,1
It was very hard to do but I did hoping I will be healed for sure.,1,1
Mine is still in and hurts so much I cannot do breathing treatment.,1,1
He is on etopiside and cisplatin with 4-6 treatments in each cycle and they are doing radition on the brain.,1,1
"At the risk of sounding like an amatuer: my pathology report produced a Gleason score of ""7"".",1,1
Just wanted to see if it affected anyone else that way.,1,1
"she is soooo sick and tired from this, but is afraid to go to sleep.",1,1
No mets to brain or bones only 4cm mass found on right ovary.,1,1
Then 5 years ago she was diagnosed with lung cancer.,1,1
I had my left breast removed and the left arm and hand is the worst.,1,1
Thank you Re for the congrats and the sun screen reminder.,0,2
"Hey, thanks for the advice.",0,2
That plus radiation is statistically as effective on early stage cancer as a mastectomy.,0,2
Congratulations on achieving this milestone.,0,2
I don't check it all the time but will in your case.,0,2
I made up my own recipe that everyone seems to like.,0,2
I wonder if being fatigued is side effect of SBRT.,0,2
"I do take ibuprofen with the hydrocodone, hoping it will help with muscle pain too.",0,2
I never fell asleep and it was an hour plus ride.,0,2
Congratulation on the fact without pads.,0,2
If I'm going out for a party I sill use a pad but at the end of the night it is usually guite dry.,0,2
"We knew in an hour or two that he had the flu (no fever, but definately type A flu).",0,2
for about 18 hours - but that was the only side efforts I experienced.,0,2
"The first was rough,  but after that I've been doing okay.",0,2
I dont live in that world of cycling.so  leave that to the experts,0,2
"KIDDING  Coug , of course I'll be there!",0,2
The cancer was discovered by accident and I have no symtoms.,0,2
"I know there is no answer, but I enjoyed <PERSON> youtube videos, and bookmarked her website.",0,2
My doctors can't agree on where the fluid comes from.,0,2
He is receiving 2nd series of chemo this week.,0,2
Will my dad need care 24/7 for a while?,0,2
"I am glad that you are chipper and posting, and that you are home and becoming a slug!",0,2
